,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Jamie Vardy,9.0,eng ENG,FW,34-292,90,25,3,3,8,14,6,25,1,0,0.0,1,100.0,8,64,21,1,0,2,3,0,16,10
1,Kelechi Iheanacho,14.0,ng NGA,FW,25-027,45,25,1,1,11,13,0,25,1,0,0.0,1,100.0,8,37,2,0,0,0,1,0,18,4
2,Ademola Lookman,37.0,ng NGA,RW,24-010,45,21,0,4,6,11,2,21,0,0,,0,,11,82,42,1,1,1,2,0,16,3
3,James Maddison,10.0,eng ENG,AM,24-341,69,43,0,3,14,26,1,43,2,0,0.0,2,100.0,24,107,33,0,1,0,2,0,28,3
4,Patson Daka,29.0,zm ZAM,AM,23-021,21,9,0,1,3,5,1,9,1,1,100.0,0,0.0,6,12,2,0,0,0,2,0,8,3
5,Boubakary Soumaré,42.0,fr FRA,"DM,CM",22-245,90,67,1,8,53,7,0,67,0,0,,0,,34,163,91,1,2,0,2,1,52,3
6,Youri Tielemans,8.0,be BEL,"DM,CM",24-176,90,76,3,16,38,22,1,76,0,0,,0,,39,143,77,1,2,0,2,0,58,5
7,Luke Thomas,33.0,eng ENG,"LB,WB",20-142,90,84,3,21,36,27,3,84,1,1,100.0,0,0.0,35,119,49,1,3,1,3,0,46,7
8,Timothy Castagne,27.0,be BEL,"RB,WB",25-329,90,83,4,23,34,26,2,83,1,0,0.0,1,100.0,43,113,46,1,3,0,2,0,65,15
9,Çağlar Söyüncü,4.0,tr TUR,CB,25-160,90,98,2,41,56,4,1,98,1,1,100.0,0,0.0,64,385,184,3,3,0,0,0,79,0
10,Jonny Evans,6.0,nir NIR,CB,33-300,90,110,15,53,53,4,2,110,1,0,0.0,1,100.0,64,230,110,0,1,0,0,0,84,0
11,Daniel Amartey,18.0,gh GHA,CB,26-313,45,59,3,14,42,3,0,59,0,0,,0,,40,215,158,1,2,0,1,0,51,0
12,Harvey Barnes,7.0,eng ENG,LW,23-325,45,27,0,0,5,22,6,27,1,1,100.0,0,0.0,17,141,81,1,1,1,2,0,25,9
13,Kasper Schmeichel,1.0,dk DEN,GK,34-359,90,45,39,45,0,0,0,45,0,0,,0,,18,129,64,0,0,0,0,0,27,0
14,14 Players,,,,,990,772,74,233,359,184,25,772,10,4,40.0,6,60.0,411,1940,960,11,19,5,22,1,573,62
