,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2021-08-14,15:00 ,Premier League,Matchweek 1,Sat,Away,L,2,3,Watford,1.2,1.2,62,"20,051",Tyrone Mings,4-2-3-1,Mike Dean,https://fbref.com/en/matches/814b563c/Watford-Aston-Villa-August-14-2021-Premier-League,
1,2021-08-21,15:00 ,Premier League,Matchweek 2,Sat,Home,W,2,0,Newcastle Utd,1.2,0.7,47,"41,964",Tyrone Mings,4-3-3,David Coote,https://fbref.com/en/matches/662d4074/Aston-Villa-Newcastle-United-August-21-2021-Premier-League,
3,2021-08-28,15:00 ,Premier League,Matchweek 3,Sat,Home,D,1,1,Brentford,0.7,0.9,46,"42,045",Ezri Konsa,4-1-4-1,Peter Bankes,https://fbref.com/en/matches/a08ef96c/Aston-Villa-Brentford-August-28-2021-Premier-League,
4,2021-09-11,17:30 ,Premier League,Matchweek 4,Sat,Away,L,0,3,Chelsea,1.2,1.3,43,"39,969",Tyrone Mings,5-3-2,Stuart Attwell,https://fbref.com/en/matches/67bbc3a5/Chelsea-Aston-Villa-September-11-2021-Premier-League,
5,2021-09-18,17:30 ,Premier League,Matchweek 5,Sat,Home,W,3,0,Everton,0.8,0.7,55,"41,888",Tyrone Mings,5-3-2,Craig Pawson,https://fbref.com/en/matches/57323feb/Aston-Villa-Everton-September-18-2021-Premier-League,
7,2021-09-25,12:30 ,Premier League,Matchweek 6,Sat,Away,W,1,0,Manchester Utd,1.0,2.2,41,"72,922",Tyrone Mings,3-5-2,Mike Dean,https://fbref.com/en/matches/7c21232e/Manchester-United-Aston-Villa-September-25-2021-Premier-League,
8,2021-10-03,14:00 ,Premier League,Matchweek 7,Sun,Away,L,1,2,Tottenham,1.2,1.3,44,"53,076",Tyrone Mings,3-5-2,Chris Kavanagh,https://fbref.com/en/matches/7bb0a43c/Tottenham-Hotspur-Aston-Villa-October-3-2021-Premier-League,
9,2021-10-16,15:00 ,Premier League,Matchweek 8,Sat,Home,L,2,3,Wolves,1.0,2.0,48,"41,951",Tyrone Mings,3-4-1-2,Michael Oliver,https://fbref.com/en/matches/a1668499/Aston-Villa-Wolverhampton-Wanderers-October-16-2021-Premier-League,
10,2021-10-22,20:00 ,Premier League,Matchweek 9,Fri,Away,L,1,3,Arsenal,1.4,2.7,47,"59,496",Tyrone Mings,3-4-1-2,Craig Pawson,https://fbref.com/en/matches/ac95a75a/Arsenal-Aston-Villa-October-22-2021-Premier-League,
11,2021-10-31,16:30 ,Premier League,Matchweek 10,Sun,Home,L,1,4,West Ham,0.7,2.3,43,"41,874",John McGinn,4-3-3,Chris Kavanagh,https://fbref.com/en/matches/a62478a2/Aston-Villa-West-Ham-United-October-31-2021-Premier-League,
12,2021-11-05,20:00 ,Premier League,Matchweek 11,Fri,Away,L,0,1,Southampton,0.6,0.6,44,"30,178",Tyrone Mings,4-2-3-1,Andy Madley,https://fbref.com/en/matches/868bd31f/Southampton-Aston-Villa-November-5-2021-Premier-League,
13,2021-11-20,15:00 ,Premier League,Matchweek 12,Sat,Home,W,2,0,Brighton,0.7,0.4,38,"41,925",Tyrone Mings,4-3-3,Anthony Taylor,https://fbref.com/en/matches/88f081ac/Aston-Villa-Brighton-and-Hove-Albion-November-20-2021-Premier-League,
14,2021-11-27,15:00 ,Premier League,Matchweek 13,Sat,Away,W,2,1,Crystal Palace,0.5,1.0,36,"25,203",Tyrone Mings,4-3-3,Michael Salisbury,https://fbref.com/en/matches/4a7a9e3b/Crystal-Palace-Aston-Villa-November-27-2021-Premier-League,
