,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Leandro Trossard,11.0,be BEL,"LW,AM,FW",27-269,90,25,25,0,0,0,1,2,0,0,0,0,0,21,0,1
1,Pascal Groß,13.0,de GER,"FW,RW",31-076,90,40,30,10,2,1,2,3,4,2,1,1,0,28,0,1
2,Enock Mwepu,8.0,zm ZAM,"FW,CM",24-241,62,22,22,0,0,0,1,1,0,0,0,0,0,16,0,1
3,Danny Welbeck,18.0,eng ENG,FW,31-277,28,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
4,Alexis Mac Allister,10.0,ar ARG,"CM,DM",23-249,90,40,39,1,1,0,0,0,0,0,0,0,0,34,0,2
5,Moisés Caicedo,25.0,ec ECU,"CM,DM",20-301,78,36,36,0,0,0,0,0,0,0,0,0,0,31,0,2
6,Deniz Undav,21.0,de GER,DM,26-042,12,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
7,Pervis Estupiñán,30.0,ec ECU,"LB,WB",24-221,62,43,36,6,2,0,0,1,4,0,0,0,0,36,1,3
8,Kaoru Mitoma,22.0,jp JPN,LW,25-102,28,17,16,1,0,0,0,0,1,0,0,0,0,15,0,0
9,Solly March,7.0,eng ENG,"RW,LB,WB",28-041,90,54,46,7,0,0,1,5,5,1,0,0,0,38,1,4
10,Adam Webster,4.0,eng ENG,CB,27-238,90,104,104,0,0,0,0,0,0,0,0,0,0,87,0,2
11,Lewis Dunk,5.0,eng ENG,CB,30-282,90,95,93,2,2,0,3,0,0,0,0,0,0,84,0,1
12,Joël Veltman,34.0,nl NED,"RB,CB",30-227,63,38,30,8,0,0,0,2,8,0,0,0,0,32,0,2
13,Tariq Lamptey,2.0,gh GHA,RB,21-334,27,19,15,4,0,0,0,3,4,0,0,0,0,10,0,1
14,Robert Sánchez,1.0,es ESP,GK,24-285,90,44,32,12,1,0,0,0,0,0,0,0,0,39,0,0
15,15 Players,,,,,990,583,530,51,8,1,8,17,26,3,1,1,0,477,2,20
