,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Marlon Harewood,,eng ENG,FW,30-361,56,0,0,0,,,,0,0,,,,,,,0,,
1,Brett Ormerod,,eng ENG,FW,33-307,34,0,0,0,,,,0,0,,,,,,,0,,
2,Gary Taylor-Fletcher,,eng ENG,"FW,MF",29-078,56,0,0,0,,,,0,0,,,,,,,0,,
3,Ishmel Demontagnac,,eng ENG,MF,22-067,34,0,0,0,,,,0,0,,,,,,,0,,
4,Elliot Grandin,,fr FRA,"FW,MF",22-308,90,0,0,0,,,,0,0,,,,,,,0,,
5,Charlie Adam,,sct SCO,MF,24-254,90,0,0,0,,,,0,0,,,,,,,0,,
6,Ludovic Sylvestre,,gp GLP,MF,26-197,36,0,0,0,,,,0,0,,,,,,,0,,
7,Dekel Keinan,,il ISR,DF,25-340,54,0,0,0,,,,0,0,,,,,,,0,,
8,David Vaughan,,wls WAL,MF,27-184,90,0,0,0,,,,0,0,,,,,,,0,,
9,Stephen Crainey,,sct SCO,DF,29-060,90,0,0,0,,,,0,0,,,,,,,0,,
10,Ian Evatt,,eng ENG,DF,28-275,30,0,0,0,,,,0,1,,,,,,,0,,
11,Craig Cathcart,,nir NIR,DF,21-196,90,0,0,0,,,,0,0,,,,,,,0,,
12,Alex Baptiste,,eng ENG,DF,24-202,90,0,0,0,,,,0,0,,,,,,,0,,
13,Matt Gilks,,sct SCO,GK,28-078,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,930,0,0,0,,,,0,1,,,,,,,0,,
