,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Alexandre Lacazette,9.0,fr FRA,FW,26-188,90,21,36,58.3,281,38,15,23,65.2,5,8,62.5,0,2,0.0,0,0.1,0.1,2,0,0,0,1
1,Alexis Sánchez,7.0,cl CHI,"LW,AM",28-348,90,47,73,64.4,665,260,28,31,90.3,16,26,61.5,2,8,25.0,0,0.3,0.5,5,4,7,0,15
2,Mesut Özil,11.0,de GER,"AM,CM",29-048,90,98,118,83.1,1446,570,54,61,88.5,32,38,84.2,7,13,53.8,0,0.3,0.8,4,10,15,1,27
3,Granit Xhaka,29.0,ch SUI,"DM,CM",25-066,69,54,61,88.5,886,325,27,28,96.4,21,21,100.0,5,8,62.5,0,0.8,0.5,2,7,1,0,12
4,Danny Welbeck,23.0,eng ENG,"WB,RW",27-006,21,15,16,93.8,191,18,12,13,92.3,2,2,100.0,0,0,,0,0.0,0.1,0,0,1,0,3
5,Aaron Ramsey,8.0,wls WAL,"DM,CM",26-341,90,71,82,86.6,1038,333,43,45,95.6,21,27,77.8,3,3,100.0,1,0.8,1.0,3,8,3,0,8
6,Sead Kolašinac,31.0,ba BIH,"LB,WB",24-165,75,41,51,80.4,607,97,26,26,100.0,13,18,72.2,2,4,50.0,0,0.0,0.0,1,2,0,0,5
7,Olivier Giroud,12.0,fr FRA,FW,31-063,15,1,6,16.7,15,11,0,3,0.0,1,2,50.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
8,Héctor Bellerín,24.0,es ESP,"RB,CB,WB",22-258,90,57,61,93.4,942,329,26,28,92.9,24,24,100.0,4,5,80.0,0,0.0,0.0,1,5,1,0,7
9,Nacho Monreal,18.0,es ESP,CB,31-279,90,59,65,90.8,1038,513,23,25,92.0,32,32,100.0,3,4,75.0,0,0.1,0.0,1,2,1,0,7
10,Shkodran Mustafi,20.0,de GER,CB,25-229,14,3,6,50.0,82,43,0,0,,3,4,75.0,0,2,0.0,0,0.0,0.0,0,1,0,0,0
11,Alex Iwobi,17.0,ng NGA,"RW,WB,DM",21-213,76,48,55,87.3,682,144,30,31,96.8,14,18,77.8,2,2,100.0,0,0.5,0.3,3,4,4,0,10
12,Laurent Koscielny,6.0,fr FRA,CB,32-083,90,59,64,92.2,1012,465,23,24,95.8,32,34,94.1,3,5,60.0,0,0.2,0.3,2,1,0,0,5
13,Petr Čech,33.0,cz CZE,GK,35-196,90,20,23,87.0,430,305,5,5,100.0,13,13,100.0,2,5,40.0,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,594,717,82.8,9315,3451,312,343,91.0,229,267,85.8,33,62,53.2,1,3.2,3.6,24,44,33,1,100
