,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Mousa Dembélé,,be BEL,MF,23-204,90,0,0,0,,,,0,0,,,,,,,0,,
1,Andrew Johnson,,eng ENG,FW,29-360,89,1,0,0,,,,0,0,,,,,,,0,,
2,Eiður Guðjohnsen,,is ISL,"FW,MF",32-143,1,0,0,0,,,,0,0,,,,,,,0,,
3,Clint Dempsey,,us USA,"FW,MF",27-333,90,1,0,0,,,,0,0,,,,,,,0,,
4,Steve Sidwell,,eng ENG,MF,28-053,90,0,0,0,,,,0,0,,,,,,,0,,
5,Danny Murphy,,eng ENG,MF,33-324,90,0,1,0,,,,1,0,,,,,,,0,,
6,Damien Duff,,ie IRL,"FW,MF",31-340,66,0,0,0,,,,0,0,,,,,,,0,,
7,Simon Davies,,wls WAL,MF,31-105,24,0,0,0,,,,0,0,,,,,,,0,,
8,Chris Baird,,nir NIR,"DF,MF",28-345,90,0,0,0,,,,1,0,,,,,,,0,,
9,Brede Hangeland,,no NOR,DF,29-230,90,0,0,0,,,,0,0,,,,,,,0,,
10,Aaron Hughes,,nir NIR,DF,31-089,90,0,0,0,,,,0,0,,,,,,,0,,
11,John Paintsil,,gh GHA,"DF,MF",29-235,61,0,0,0,,,,0,0,,,,,,,1,,
12,Carlos Salcido,,mx MEX,"DF,MF",30-309,29,0,0,0,,,,0,0,,,,,,,0,,
13,Mark Schwarzer,,au AUS,GK,38-122,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,2,1,0,,,,2,0,,,,,,,1,,
