,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Ivan Toney,17.0,eng ENG,FW,26-355,90,41,1,4,22,15,1,40,0,0,,0,,26,62,22,1,0,0,3,1,32,1
1,Yoane Wissa,11.0,cd COD,LW,26-184,76,19,0,3,6,10,4,19,1,0,0.0,0,0.0,9,44,17,1,0,0,1,1,12,6
2,Kevin Schade,9.0,de GER,LW,21-099,14,10,0,1,5,5,2,10,1,1,100.0,0,0.0,5,84,59,2,1,1,1,0,4,0
3,Bryan Mbeumo,19.0,cm CMR,RW,23-211,89,38,0,7,12,20,3,38,0,0,,0,,20,75,11,0,0,0,1,4,24,7
4,Josh Dasilva,10.0,eng ENG,RW,24-134,1,5,0,0,0,5,2,5,1,0,0.0,1,100.0,4,18,0,0,0,0,1,0,2,2
5,Mathias Jensen,8.0,dk DEN,"LM,RM",27-064,90,56,1,8,21,28,2,56,4,2,50.0,0,0.0,18,59,42,1,2,0,0,0,20,3
6,Christian Nørgaard,6.0,dk DEN,CM,28-361,90,40,4,12,17,11,1,40,1,1,100.0,0,0.0,18,52,31,1,0,1,2,0,16,0
7,Mikkel Damsgaard,24.0,dk DEN,RM,22-246,75,32,5,9,14,10,0,32,2,1,50.0,0,0.0,8,29,26,0,1,0,0,0,15,3
8,Vitaly Janelt,27.0,de GER,"LM,RM",24-300,15,10,0,3,6,1,0,10,0,0,,0,,3,2,0,0,0,0,1,0,3,0
9,Rico Henry,3.0,eng ENG,LB,25-241,90,51,4,17,20,15,1,51,2,1,50.0,1,50.0,21,109,39,2,1,0,1,0,18,2
10,Ben Mee,16.0,eng ENG,CB,33-166,90,36,6,15,14,7,2,36,0,0,,0,,12,40,21,0,0,0,1,0,16,2
11,Ethan Pinnock,5.0,jm JAM,CB,29-281,90,33,6,15,15,3,3,33,0,0,,0,,3,12,3,0,0,0,0,0,7,0
12,Aaron Hickey,2.0,sct SCO,RB,20-269,89,42,4,14,15,13,1,42,3,0,0.0,3,100.0,18,101,42,1,1,1,0,1,19,1
13,Mads Roerslev,30.0,dk DEN,RB,23-255,1,4,0,0,1,3,0,4,0,0,,0,,2,2,2,0,0,0,0,0,3,0
14,David Raya,1.0,es ESP,GK,27-172,90,28,18,26,2,0,0,28,0,0,,0,,13,71,61,0,0,0,0,0,13,0
15,15 Players,,,,,990,445,49,134,170,146,22,444,15,6,40.0,5,33.3,180,760,376,9,6,3,12,7,204,27
