,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Harry Kane,10.0,eng ENG,FW,28-206,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
1,Son Heung-min,7.0,kr KOR,AM,29-226,79,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
2,Lucas Moura,27.0,br BRA,AM,29-190,11,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
3,Dejan Kulusevski,21.0,se SWE,AM,21-300,90,2,1,2,0,0,1,4,25.0,3,1,0,1,1,3,2,0
4,Pierre Højbjerg,5.0,dk DEN,CM,26-198,90,3,1,2,1,0,2,3,66.7,1,1,0,1,1,4,2,0
5,Rodrigo Bentancur,30.0,uy URU,CM,24-239,90,3,2,3,0,0,1,2,50.0,1,5,1,4,0,3,2,0
6,Ryan Sessegnon,19.0,eng ENG,WB,21-277,89,2,2,2,0,0,2,4,50.0,2,2,0,2,0,2,2,0
7,Davinson Sánchez,6.0,co COL,CB,25-252,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
8,Emerson,12.0,br BRA,WB,23-036,82,1,0,1,0,0,1,2,50.0,1,1,1,0,0,1,4,0
9,Matt Doherty,2.0,ie IRL,WB,30-034,8,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0
10,Ben Davies,33.0,wls WAL,"CB,WB",28-301,90,2,1,2,0,0,1,2,50.0,1,1,1,0,1,3,6,0
11,Eric Dier,15.0,eng ENG,CB,28-035,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0
12,Cristian Romero,4.0,ar ARG,CB,23-298,90,0,0,0,0,0,0,2,0.0,2,6,2,4,2,2,7,0
13,Hugo Lloris,1.0,fr FRA,GK,35-055,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
14,14 Players,,,,,990,13,7,12,1,0,8,20,40.0,12,18,6,12,7,20,37,1
