,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2016-08-14,13:30 ,Premier League,Matchweek 1,Sun,Home,L,1,3,Manchester Utd,47,"11,355",Simon Francis,4-3-3,Andre Marriner,https://fbref.com/en/matches/5e0de35a/Bournemouth-Manchester-United-August-14-2016-Premier-League,
1,2016-08-21,16:00 ,Premier League,Matchweek 2,Sun,Away,L,0,1,West Ham,53,"56,977",Simon Francis,4-4-1-1,Craig Pawson,https://fbref.com/en/matches/186812e7/West-Ham-United-Bournemouth-August-21-2016-Premier-League,
3,2016-08-27,15:00 ,Premier League,Matchweek 3,Sat,Away,D,1,1,Crystal Palace,41,"23,503",Simon Francis,4-3-3,Mike Dean,https://fbref.com/en/matches/4b134305/Crystal-Palace-Bournemouth-August-27-2016-Premier-League,
4,2016-09-10,15:00 ,Premier League,Matchweek 4,Sat,Home,W,1,0,West Brom,64,"11,184",Simon Francis,4-4-1-1,Kevin Friend,https://fbref.com/en/matches/f6969dc1/Bournemouth-West-Bromwich-Albion-September-10-2016-Premier-League,
5,2016-09-17,15:00 ,Premier League,Matchweek 5,Sat,Away,L,0,4,Manchester City,36,"54,335",Simon Francis,4-5-1,Jonathan Moss,https://fbref.com/en/matches/d44a966c/Manchester-City-Bournemouth-September-17-2016-Premier-League,
7,2016-09-24,15:00 ,Premier League,Matchweek 6,Sat,Home,W,1,0,Everton,53,"11,291",Simon Francis,4-2-3-1,Robert Madley,https://fbref.com/en/matches/f3490f43/Bournemouth-Everton-September-24-2016-Premier-League,
8,2016-10-01,15:00 ,Premier League,Matchweek 7,Sat,Away,D,2,2,Watford,52,"20,575",Simon Francis,4-2-3-1,Mike Dean,https://fbref.com/en/matches/abb3f25e/Watford-Bournemouth-October-1-2016-Premier-League,
9,2016-10-15,15:00 ,Premier League,Matchweek 8,Sat,Home,W,6,1,Hull City,50,"11,029",Simon Francis,4-2-3-1,Lee Mason,https://fbref.com/en/matches/51439d43/Bournemouth-Hull-City-October-15-2016-Premier-League,
10,2016-10-22,12:30 ,Premier League,Matchweek 9,Sat,Home,D,0,0,Tottenham,38,"11,201",Simon Francis,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/363016a7/Bournemouth-Tottenham-Hotspur-October-22-2016-Premier-League,
11,2016-10-29,15:00 ,Premier League,Matchweek 10,Sat,Away,L,0,2,Middlesbrough,60,"29,600",Simon Francis,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/8edab051/Middlesbrough-Bournemouth-October-29-2016-Premier-League,
12,2016-11-05,15:00 ,Premier League,Matchweek 11,Sat,Home,L,1,2,Sunderland,70,"11,084",Simon Francis,4-2-3-1,Mike Dean,https://fbref.com/en/matches/85c4cecf/Bournemouth-Sunderland-November-5-2016-Premier-League,
13,2016-11-19,15:00 ,Premier League,Matchweek 12,Sat,Away,W,1,0,Stoke City,49,"27,815",Simon Francis,4-2-3-1,Roger East,https://fbref.com/en/matches/a80766f6/Stoke-City-Bournemouth-November-19-2016-Premier-League,
14,2016-11-27,14:15 ,Premier League,Matchweek 13,Sun,Away,L,1,3,Arsenal,49,"59,978",Simon Francis,4-2-3-1,Mike Jones,https://fbref.com/en/matches/40ece6d2/Arsenal-Bournemouth-November-27-2016-Premier-League,
15,2016-12-04,13:30 ,Premier League,Matchweek 14,Sun,Home,W,4,3,Liverpool,40,"11,183",Simon Francis,4-2-3-1,Robert Madley,https://fbref.com/en/matches/97ec0ea0/Bournemouth-Liverpool-December-4-2016-Premier-League,
16,2016-12-10,15:00 ,Premier League,Matchweek 15,Sat,Away,L,2,3,Burnley,69,"19,680",Simon Francis,4-4-2,Martin Atkinson,https://fbref.com/en/matches/af7488bd/Burnley-Bournemouth-December-10-2016-Premier-League,
17,2016-12-13,19:45 ,Premier League,Matchweek 16,Tue,Home,W,1,0,Leicester City,63,"11,068",Simon Francis,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/897b5086/Bournemouth-Leicester-City-December-13-2016-Premier-League,
18,2016-12-18,13:30 ,Premier League,Matchweek 17,Sun,Home,L,1,3,Southampton,47,"11,113",Simon Francis,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/67d57e03/Bournemouth-Southampton-December-18-2016-Premier-League,
19,2016-12-26,15:00 ,Premier League,Matchweek 18,Mon,Away,L,0,3,Chelsea,56,"41,384",Simon Francis,3-5-1-1,Mike Jones,https://fbref.com/en/matches/06033702/Chelsea-Bournemouth-December-26-2016-Premier-League,
20,2016-12-31,15:00 ,Premier League,Matchweek 19,Sat,Away,W,3,0,Swansea City,55,"20,316",Simon Francis,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/a2feddf1/Swansea-City-Bournemouth-December-31-2016-Premier-League,
21,2017-01-03,19:45 ,Premier League,Matchweek 20,Tue,Home,D,3,3,Arsenal,40,"11,202",Simon Francis,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/f4a549b2/Bournemouth-Arsenal-January-3-2017-Premier-League,
23,2017-01-14,15:00 ,Premier League,Matchweek 21,Sat,Away,L,1,3,Hull City,61,"17,963",Andrew Surman,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/d4078ca6/Hull-City-Bournemouth-January-14-2017-Premier-League,
24,2017-01-21,15:00 ,Premier League,Matchweek 22,Sat,Home,D,2,2,Watford,63,"11,123",Andrew Surman,4-2-3-1,Lee Mason,https://fbref.com/en/matches/3195f182/Bournemouth-Watford-January-21-2017-Premier-League,
25,2017-01-31,19:45 ,Premier League,Matchweek 23,Tue,Home,L,0,2,Crystal Palace,65,"11,286",Simon Francis,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/ade92591/Bournemouth-Crystal-Palace-January-31-2017-Premier-League,
26,2017-02-04,15:00 ,Premier League,Matchweek 24,Sat,Away,L,3,6,Everton,54,"39,026",Simon Francis,3-5-1-1,Mike Jones,https://fbref.com/en/matches/44aa1ccd/Everton-Bournemouth-February-4-2017-Premier-League,
27,2017-02-13,20:00 ,Premier League,Matchweek 25,Mon,Home,L,0,2,Manchester City,38,"11,129",Simon Francis,4-1-4-1,Niel Swarbrick,https://fbref.com/en/matches/f88251a8/Bournemouth-Manchester-City-February-13-2017-Premier-League,
28,2017-02-25,15:00 ,Premier League,Matchweek 26,Sat,Away,L,1,2,West Brom,68,"24,162",Andrew Surman,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/9ad39c39/West-Bromwich-Albion-Bournemouth-February-25-2017-Premier-League,
29,2017-03-04,12:30 ,Premier League,Matchweek 27,Sat,Away,D,1,1,Manchester Utd,32,"75,245",Andrew Surman,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/11c30a9e/Manchester-United-Bournemouth-March-4-2017-Premier-League,
30,2017-03-11,15:00 ,Premier League,Matchweek 28,Sat,Home,W,3,2,West Ham,52,"11,369",Simon Francis,4-2-3-1,Robert Madley,https://fbref.com/en/matches/4e33bdd5/Bournemouth-West-Ham-United-March-11-2017-Premier-League,
31,2017-03-18,17:30 ,Premier League,Matchweek 29,Sat,Home,W,2,0,Swansea City,48,"11,240",Simon Francis,4-4-2,Mike Dean,https://fbref.com/en/matches/c45bd708/Bournemouth-Swansea-City-March-18-2017-Premier-League,
32,2017-04-01,17:30 ,Premier League,Matchweek 30,Sat,Away,D,0,0,Southampton,39,"31,847",Simon Francis,4-4-2,Jonathan Moss,https://fbref.com/en/matches/2a16573d/Southampton-Bournemouth-April-1-2017-Premier-League,
33,2017-04-05,20:00 ,Premier League,Matchweek 31,Wed,Away,D,2,2,Liverpool,33,"53,292",Simon Francis,4-4-1-1,Lee Mason,https://fbref.com/en/matches/5f295262/Liverpool-Bournemouth-April-5-2017-Premier-League,
34,2017-04-08,17:30 ,Premier League,Matchweek 32,Sat,Home,L,1,3,Chelsea,51,"11,283",Simon Francis,4-4-2,Andre Marriner,https://fbref.com/en/matches/d851424c/Bournemouth-Chelsea-April-8-2017-Premier-League,
35,2017-04-15,12:30 ,Premier League,Matchweek 33,Sat,Away,L,0,4,Tottenham,31,"31,943",Simon Francis,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/b6799169/Tottenham-Hotspur-Bournemouth-April-15-2017-Premier-League,
36,2017-04-22,15:00 ,Premier League,Matchweek 34,Sat,Home,W,4,0,Middlesbrough,68,"10,890",Simon Francis,4-4-1-1,Graham Scott,https://fbref.com/en/matches/5ba6029a/Bournemouth-Middlesbrough-April-22-2017-Premier-League,
37,2017-04-29,15:00 ,Premier League,Matchweek 35,Sat,Away,W,1,0,Sunderland,59,"38,394",Simon Francis,4-4-1-1,Stuart Attwell,https://fbref.com/en/matches/89746408/Sunderland-Bournemouth-April-29-2017-Premier-League,
38,2017-05-06,15:00 ,Premier League,Matchweek 36,Sat,Home,D,2,2,Stoke City,58,"11,046",Simon Francis,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/c45e2f28/Bournemouth-Stoke-City-May-6-2017-Premier-League,
39,2017-05-13,15:00 ,Premier League,Matchweek 37,Sat,Home,W,2,1,Burnley,55,"11,388",Simon Francis,4-4-1-1,Lee Probert,https://fbref.com/en/matches/6dc6ac2e/Bournemouth-Burnley-May-13-2017-Premier-League,
40,2017-05-21,15:00 ,Premier League,Matchweek 38,Sun,Away,D,1,1,Leicester City,51,"32,000",Simon Francis,4-4-1-1,Lee Mason,https://fbref.com/en/matches/eea3791c/Leicester-City-Bournemouth-May-21-2017-Premier-League,
