,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Nikola Žigić,,rs SRB,FW,30-021,90,1,0,0,,,,0,0,,,,,,,0,,
1,Keith Fahey,,ie IRL,MF,27-274,76,0,1,0,,,,0,0,,,,,,,0,,
2,David Murphy,,eng ENG,DF,26-229,14,0,0,0,,,,0,0,,,,,,,0,,
3,Sebastian Larsson,,se SWE,MF,25-132,90,0,0,0,,,,0,0,,,,,,,0,,
4,Lee Bowyer,,eng ENG,MF,33-286,79,0,0,0,,,,1,0,,,,,,,0,,
5,Garry O'Connor,,sct SCO,FW,27-162,11,0,0,0,,,,0,0,,,,,,,0,,
6,Alexander Hleb,,by BLR,MF,29-168,90,0,0,0,,,,0,0,,,,,,,0,,
7,Barry Ferguson,,sct SCO,MF,32-256,90,0,0,0,,,,0,0,,,,,,,0,,
8,Liam Ridgewell,,eng ENG,DF,26-087,90,0,0,0,,,,0,0,,,,,,,0,,
9,Scott Dann,,eng ENG,DF,23-244,90,0,0,0,,,,0,0,,,,,,,0,,
10,Roger Johnson,,eng ENG,DF,27-171,90,0,0,0,,,,0,0,,,,,,,0,,
11,Stephen Carr,,ie IRL,DF,34-048,90,0,0,0,,,,1,0,,,,,,,0,,
12,Ben Foster,,eng ENG,GK,27-196,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,1,1,0,,,,2,0,,,,,,,0,,
