,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Louis Saha,,fr FRA,FW,32-177,90,1,0,0,,,,0,0,,,,,,,0,,
1,Diniyar Bilyaletdinov,,ru RUS,MF,25-339,64,0,0,0,,,,0,0,,,,,,,0,,
2,Leon Osman,,eng ENG,MF,29-260,26,0,0,0,,,,1,0,,,,,,,0,,
3,Séamus Coleman,,ie IRL,"DF,MF",22-113,77,0,0,0,,,,0,0,,,,,,,0,,
4,Phil Jagielka,,eng ENG,"DF,MF",28-168,13,0,0,0,,,,0,0,,,,,,,0,,
5,Marouane Fellaini,,be BEL,MF,23-071,90,0,0,0,,,,0,0,,,,,,,0,,
6,Jack Rodwell,,eng ENG,"DF,MF",19-327,90,0,0,0,,,,1,0,,,,,,,0,,
7,Mikel Arteta,,es ESP,MF,28-312,90,0,0,0,,,,1,0,,,,,,,0,,
8,Leighton Baines,,eng ENG,DF,26-052,90,0,0,0,,,,0,0,,,,,,,0,,
9,Sylvain Distin,,fr FRA,DF,33-047,90,0,0,0,,,,1,0,,,,,,,0,,
10,John Heitinga,,nl NED,"DF,MF",27-078,90,0,0,0,,,,0,0,,,,,,,0,,
11,Phil Neville,,eng ENG,"DF,MF",34-011,77,0,0,0,,,,0,0,,,,,,,0,,
12,Victor Anichebe,,ng NGA,FW,22-284,13,0,0,0,,,,0,0,,,,,,,0,,
13,Tim Howard,,us USA,GK,31-332,90,0,0,0,,,,1,0,,,,,,,0,,
14,14 Players,,,,,990,1,0,0,,,,5,0,,,,,,,0,,
