,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Shane Long,7.0,ie IRL,FW,35-092,78,0,0,0,1,1,2,0,0,0,0,0,0,1,2,4,33.3
1,Armando Broja,18.0,al ALB,FW,20-226,12,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0.0
2,Che Adams,10.0,sct SCO,FW,25-285,90,0,0,0,1,2,0,1,1,0,0,0,0,2,4,3,57.1
3,Nathan Tella,23.0,ng NGA,LM,22-293,65,0,0,0,1,5,0,1,1,0,0,0,0,1,0,1,0.0
4,Stuart Armstrong,17.0,sct SCO,LM,30-025,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0
5,Oriol Romeu,6.0,es ESP,CM,30-212,90,0,0,0,1,0,0,1,1,1,0,0,0,11,5,4,55.6
6,James Ward-Prowse,8.0,eng ENG,CM,27-174,90,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,
7,Nathan Redmond,11.0,eng ENG,RM,28-049,90,0,0,0,1,0,0,4,0,1,0,0,0,4,0,2,0.0
8,Kyle Walker-Peters,2.0,eng ENG,"RB,LB",25-011,90,0,0,0,0,2,0,1,4,1,0,0,0,5,1,1,50.0
9,Mohammed Salisu,22.0,gh GHA,CB,23-007,90,0,0,0,0,1,0,1,4,0,0,0,1,9,3,2,60.0
10,Jan Bednarek,35.0,pl POL,CB,26-012,90,0,0,0,1,0,0,0,2,0,0,0,0,6,4,0,100.0
11,Valentino Livramento,21.0,eng ENG,RB,19-163,36,0,0,0,0,0,0,1,1,1,0,0,0,4,0,0,
12,Romain Perraud,15.0,fr FRA,LB,24-214,54,0,0,0,0,1,0,5,3,0,0,0,0,2,2,3,40.0
13,Fraser Forster,44.0,eng ENG,GK,34-038,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14 Players,,,,,990,0,0,0,7,12,3,26,17,4,0,0,1,57,21,23,47.7
