,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
16,2015-10-31,12:45 ,Premier League,Matchweek 11,Sat,Home,L,1,3,Liverpool,43,"41,577",John Terry,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/ac9a7b0d/Chelsea-Liverpool-October-31-2015-Premier-League,
18,2015-11-07,17:30 ,Premier League,Matchweek 12,Sat,Away,L,0,1,Stoke City,63,"27,550",John Terry,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/1fd87946/Stoke-City-Chelsea-November-7-2015-Premier-League,
19,2015-11-21,15:00 ,Premier League,Matchweek 13,Sat,Home,W,1,0,Norwich City,64,"41,582",John Terry,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/7b47d7c4/Chelsea-Norwich-City-November-21-2015-Premier-League,
21,2015-11-29,12:00 ,Premier League,Matchweek 14,Sun,Away,D,0,0,Tottenham,42,"35,639",Branislav Ivanović,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/83dd104d/Tottenham-Hotspur-Chelsea-November-29-2015-Premier-League,
22,2015-12-05,17:30 ,Premier League,Matchweek 15,Sat,Home,L,0,1,Bournemouth,63,"41,631",Branislav Ivanović,4-2-3-1,Mike Jones,https://fbref.com/en/matches/0ca6147e/Chelsea-Bournemouth-December-5-2015-Premier-League,
24,2015-12-14,20:00 ,Premier League,Matchweek 16,Mon,Away,L,1,2,Leicester City,66,"32,054",John Terry,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/37cb8a35/Leicester-City-Chelsea-December-14-2015-Premier-League,
25,2015-12-19,15:00 ,Premier League,Matchweek 17,Sat,Home,W,3,1,Sunderland,67,"41,562",John Terry,4-2-3-1,Roger East,https://fbref.com/en/matches/34f67709/Chelsea-Sunderland-December-19-2015-Premier-League,
26,2015-12-26,15:00 ,Premier League,Matchweek 18,Sat,Home,D,2,2,Watford,62,"41,620",John Terry,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/a2ad6029/Chelsea-Watford-December-26-2015-Premier-League,
27,2015-12-28,17:30 ,Premier League,Matchweek 19,Mon,Away,D,0,0,Manchester Utd,33,"75,275",John Terry,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/ee5182b1/Manchester-United-Chelsea-December-28-2015-Premier-League,
28,2016-01-03,13:30 ,Premier League,Matchweek 20,Sun,Away,W,3,0,Crystal Palace,60,"24,854",John Terry,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/48138be7/Crystal-Palace-Chelsea-January-3-2016-Premier-League,
30,2016-01-13,19:45 ,Premier League,Matchweek 21,Wed,Home,D,2,2,West Brom,61,"40,945",John Terry,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/cbd5807b/Chelsea-West-Bromwich-Albion-January-13-2016-Premier-League,
31,2016-01-16,15:00 ,Premier League,Matchweek 22,Sat,Home,D,3,3,Everton,55,"41,633",John Terry,4-2-3-1,Mike Jones,https://fbref.com/en/matches/6de922d4/Chelsea-Everton-January-16-2016-Premier-League,
32,2016-01-24,16:00 ,Premier League,Matchweek 23,Sun,Away,W,1,0,Arsenal,53,"60,072",John Terry,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/69ca9a71/North-West-London-Derby-Arsenal-Chelsea-January-24-2016-Premier-League,
34,2016-02-03,19:45 ,Premier League,Matchweek 24,Wed,Away,D,0,0,Watford,55,"20,910",John Terry,4-2-3-1,Mike Dean,https://fbref.com/en/matches/2a4f35dd/Watford-Chelsea-February-3-2016-Premier-League,
35,2016-02-07,16:00 ,Premier League,Matchweek 25,Sun,Home,D,1,1,Manchester Utd,49,"41,434",John Terry,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/224c4314/Chelsea-Manchester-United-February-7-2016-Premier-League,
36,2016-02-13,17:30 ,Premier League,Matchweek 26,Sat,Home,W,5,1,Newcastle Utd,55,"41,622",John Terry,4-2-3-1,Roger East,https://fbref.com/en/matches/113f5f99/Chelsea-Newcastle-United-February-13-2016-Premier-League,
39,2016-02-27,15:00 ,Premier League,Matchweek 27,Sat,Away,W,2,1,Southampton,65,"31,688",Branislav Ivanović,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/bf4ae13b/Southampton-Chelsea-February-27-2016-Premier-League,
40,2016-03-01,19:45 ,Premier League,Matchweek 28,Tue,Away,W,2,1,Norwich City,53,"27,091",Branislav Ivanović,4-2-3-1,Lee Mason,https://fbref.com/en/matches/268c182d/Norwich-City-Chelsea-March-1-2016-Premier-League,
41,2016-03-05,15:00 ,Premier League,Matchweek 29,Sat,Home,D,1,1,Stoke City,49,"41,381",Branislav Ivanović,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/fe425a35/Chelsea-Stoke-City-March-5-2016-Premier-League,
44,2016-03-19,15:00 ,Premier League,Matchweek 31,Sat,Home,D,2,2,West Ham,59,"41,623",César Azpilicueta,4-2-3-1,Robert Madley,https://fbref.com/en/matches/58a0e3a5/Chelsea-West-Ham-United-March-19-2016-Premier-League,
45,2016-04-02,12:45 ,Premier League,Matchweek 32,Sat,Away,W,4,0,Aston Villa,58,"31,120",Branislav Ivanović,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/f11b812a/Aston-Villa-Chelsea-April-2-2016-Premier-League,
46,2016-04-09,15:00 ,Premier League,Matchweek 33,Sat,Away,L,0,1,Swansea City,61,"20,966",Branislav Ivanović,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/118aaff9/Swansea-City-Chelsea-April-9-2016-Premier-League,
47,2016-04-16,17:30 ,Premier League,Matchweek 34,Sat,Home,L,0,3,Manchester City,52,"41,212",Branislav Ivanović,4-2-3-1,Mike Dean,https://fbref.com/en/matches/c0d9bda5/Chelsea-Manchester-City-April-16-2016-Premier-League,
48,2016-04-23,15:00 ,Premier League,Matchweek 35,Sat,Away,W,4,1,Bournemouth,55,"11,365",Branislav Ivanović,4-2-3-1,Roger East,https://fbref.com/en/matches/ca64768c/Bournemouth-Chelsea-April-23-2016-Premier-League,
49,2016-05-02,20:00 ,Premier League,Matchweek 36,Mon,Home,D,2,2,Tottenham,47,"41,545",John Terry,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/001f8b37/Chelsea-Tottenham-Hotspur-May-2-2016-Premier-League,
50,2016-05-07,15:00 ,Premier League,Matchweek 37,Sat,Away,L,2,3,Sunderland,69,"47,050",John Terry,4-2-3-1,Mike Jones,https://fbref.com/en/matches/663af43d/Sunderland-Chelsea-May-7-2016-Premier-League,
51,2016-05-11,20:00 ,Premier League,Matchweek 30,Wed,Away,D,1,1,Liverpool,45,"43,210",Gary Cahill,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/39167c28/Liverpool-Chelsea-May-11-2016-Premier-League,
52,2016-05-15,15:00 ,Premier League,Matchweek 38,Sun,Home,D,1,1,Leicester City,54,"41,494",Branislav Ivanović,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/699c7ed2/Chelsea-Leicester-City-May-15-2016-Premier-League,
