,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
1,2015-08-08,17:30 ,Premier League,Matchweek 1,Sat,Home,D,2,2,Swansea City,52,"41,232",Cesc Fàbregas,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/f3ff91b0/Chelsea-Swansea-City-August-8-2015-Premier-League,
2,2015-08-16,16:00 ,Premier League,Matchweek 2,Sun,Away,L,0,3,Manchester City,51,"54,331",John Terry,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/cb3ba083/Manchester-City-Chelsea-August-16-2015-Premier-League,
3,2015-08-23,13:30 ,Premier League,Matchweek 3,Sun,Away,W,3,2,West Brom,56,"23,256",John Terry,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/77565247/West-Bromwich-Albion-Chelsea-August-23-2015-Premier-League,
4,2015-08-29,15:00 ,Premier League,Matchweek 4,Sat,Home,L,1,2,Crystal Palace,64,"41,581",Branislav Ivanović,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/62a6889f/Chelsea-Crystal-Palace-August-29-2015-Premier-League,
5,2015-09-12,12:45 ,Premier League,Matchweek 5,Sat,Away,L,1,3,Everton,61,"38,311",John Terry,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/4e2b0c5e/Everton-Chelsea-September-12-2015-Premier-League,
7,2015-09-19,12:45 ,Premier League,Matchweek 6,Sat,Home,W,2,0,Arsenal,63,"41,584",Branislav Ivanović,4-2-3-1,Mike Dean,https://fbref.com/en/matches/66a9fa0a/North-West-London-Derby-Chelsea-Arsenal-September-19-2015-Premier-League,
9,2015-09-26,17:30 ,Premier League,Matchweek 7,Sat,Away,D,2,2,Newcastle Utd,65,"48,682",Branislav Ivanović,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/df8f1a6d/Newcastle-United-Chelsea-September-26-2015-Premier-League,
11,2015-10-03,17:30 ,Premier League,Matchweek 8,Sat,Home,L,1,3,Southampton,60,"41,642",John Terry,4-2-3-1,Robert Madley,https://fbref.com/en/matches/f45c1a62/Chelsea-Southampton-October-3-2015-Premier-League,
12,2015-10-17,15:00 ,Premier League,Matchweek 9,Sat,Home,W,2,0,Aston Villa,49,"41,596",John Terry,4-2-3-1,Roger East,https://fbref.com/en/matches/2fb7296c/Chelsea-Aston-Villa-October-17-2015-Premier-League,
14,2015-10-24,15:00 ,Premier League,Matchweek 10,Sat,Away,L,1,2,West Ham,55,"34,977",John Terry,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/91a8f78c/West-Ham-United-Chelsea-October-24-2015-Premier-League,
