,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Darren Bent,,eng ENG,FW,27-063,90,0,0,0,,,,0,0,,,,,,,0,,
1,Gabriel Agbonlahor,,eng ENG,"FW,MF",24-179,85,0,0,0,,,,0,0,,,,,,,0,,
2,Robert Pirès,,fr FRA,"FW,MF",37-163,5,0,0,0,,,,0,0,,,,,,,0,,
3,Ashley Young,,eng ENG,"DF,FW",25-275,90,0,1,0,,,,0,0,,,,,,,0,,
4,Jean Makoun,,cm CMR,MF,27-316,66,0,0,0,,,,0,0,,,,,,,0,,
5,Nigel Reo-Coker,,eng ENG,MF,26-331,24,0,0,0,,,,0,0,,,,,,,0,,
6,Stiliyan Petrov,,bg BUL,MF,31-279,90,0,0,0,,,,1,0,,,,,,,0,,
7,Stewart Downing,,eng ENG,"FW,MF",26-262,90,0,0,0,,,,0,0,,,,,,,0,,
8,Luke Young,,eng ENG,DF,31-265,90,0,0,0,,,,0,0,,,,,,,0,,
9,Richard Dunne,,ie IRL,DF,31-201,90,0,0,0,,,,0,0,,,,,,,0,,
10,James Collins,,wls WAL,DF,27-230,90,1,0,0,,,,0,0,,,,,,,0,,
11,Kyle Walker,,eng ENG,"DF,MF",20-317,77,0,0,0,,,,0,0,,,,,,,0,,
12,Carlos Cuéllar,,es ESP,DF,29-230,13,0,0,0,,,,1,0,,,,,,,0,,
13,Brad Friedel,,us USA,GK,39-327,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,1,0,,,,2,0,,,,,,,0,,
