,num,joueur
0,,Ben Foster
1,,Jonas Olsson
2,,Graham Dorrans
3,,Chris Brunt
4,,Peter Odemwingie
5,,Gareth McAuley
6,,Billy Jones
7,,Youssouf Mulumbu
8,,Liam Ridgewell
9,,Keith Andrews
10,,Marc-Antoine Fortuné
