,num,joueur
0,1,Aaron Ramsdale
1,2,George Baldock
2,3,Enda Stevens
3,4,John Fleck
4,7,John Lundstram
5,9,Oliver McBurnie
6,15,Phil Jagielka
7,16,Oliver Norwood
8,17,David McGoldrick
9,22,Ethan Ampadu
10,29,Kean Bryan
