,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Taiwo Awoniyi,9.0,ng NGA,FW,25-260,53,22,4,7,11,6,1,22,1,1,100.0,0,0.0,8,32,6,0,0,0,3,0,15,3
1,André Ayew,34.0,gh GHA,FW,33-133,37,14,2,3,4,7,0,14,2,0,0.0,2,100.0,3,34,8,0,0,0,0,0,6,1
2,Morgan Gibbs-White,10.0,eng ENG,AM,23-092,90,32,0,5,17,11,0,32,0,0,,0,,16,128,85,2,2,0,3,1,22,7
3,Brennan Johnson,20.0,wls WAL,AM,21-341,65,17,3,7,7,3,0,17,1,0,0.0,0,0.0,3,7,6,0,0,0,1,0,5,0
4,Cheikhou Kouyaté,21.0,sn SEN,AM,33-129,25,6,0,5,1,0,0,6,0,0,,0,,0,0,0,0,0,0,0,0,0,0
5,Danilo,28.0,br BRA,CM,22-000,90,34,4,11,18,7,2,34,0,0,,0,,12,49,37,0,1,0,2,1,16,4
6,Orel Mangala,5.0,be BEL,CM,25-042,80,33,2,11,21,1,0,33,0,0,,0,,18,101,56,1,0,0,1,0,23,1
7,Ryan Yates,22.0,eng ENG,CM,25-159,10,5,0,1,3,1,0,5,0,0,,0,,3,9,7,0,0,0,0,0,2,1
8,Renan Lodi,32.0,br BRA,WB,25-021,90,35,5,15,12,8,1,35,0,0,,0,,15,69,16,0,1,0,1,3,18,4
9,Serge Aurier,24.0,ci CIV,WB,30-126,90,36,8,21,11,5,1,36,0,0,,0,,10,26,16,0,0,0,2,2,17,1
10,Moussa Niakhate,19.0,sn SEN,CB,27-052,90,58,9,32,23,3,1,58,0,0,,0,,18,64,30,0,0,0,0,0,20,0
11,Felipe,38.0,br BRA,CB,33-348,90,34,8,16,19,0,0,34,0,0,,0,,10,63,35,1,0,0,0,0,16,0
12,Joe Worrall,4.0,eng ENG,CB,26-109,90,47,9,29,16,2,1,47,0,0,,0,,5,15,11,0,0,0,0,0,15,0
13,Keylor Navas,12.0,cr CRC,GK,36-135,90,27,26,27,0,0,0,27,0,0,,0,,16,104,63,0,0,0,0,0,9,0
14,14 Players,,,,,990,400,80,190,163,54,7,400,4,1,25.0,2,50.0,137,701,376,4,4,0,13,7,184,22
