,num,joueur
0,,Ali Al-Habsi
1,,Ronnie Stam
2,,Jordi Gómez
3,,Maynor Figueroa
4,,James McArthur
5,,Jean Beausejour
6,,James McCarthy
7,,Gary Caldwell
8,,Franco Di Santo
9,,Shaun Maloney
10,,Emmerson Boyce
