,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Darren Bent,,eng ENG,FW,27-076,90,1,0,0,,,,0,0,,,,,,,0,,
1,Emile Heskey,,eng ENG,FW,33-102,78,0,0,0,,,,0,0,,,,,,,0,,
2,Gabriel Agbonlahor,,eng ENG,"FW,MF",24-192,12,0,0,0,,,,0,0,,,,,,,0,,
3,Ashley Young,,eng ENG,"DF,FW",25-288,90,0,0,0,,,,0,0,,,,,,,0,,
4,Nigel Reo-Coker,,eng ENG,MF,26-344,90,0,0,0,,,,0,0,,,,,,,0,,
5,Stiliyan Petrov,,bg BUL,MF,31-292,90,0,0,0,,,,0,0,,,,,,,0,,
6,Stewart Downing,,eng ENG,"FW,MF",26-275,66,0,0,0,,,,0,0,,,,,,,0,,
7,Marc Albrighton,,eng ENG,"DF,FW",21-156,24,0,0,0,,,,0,0,,,,,,,0,,
8,Luke Young,,eng ENG,DF,31-278,90,0,0,0,,,,0,0,,,,,,,0,,
9,Richard Dunne,,ie IRL,DF,31-214,90,0,0,0,,,,0,0,,,,,,,0,,
10,James Collins,,wls WAL,DF,27-243,90,0,0,0,,,,0,0,,,,,,,0,,
11,Kyle Walker,,eng ENG,"DF,MF",20-330,90,0,1,0,,,,0,0,,,,,,,0,,
12,Brad Friedel,,us USA,GK,39-340,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,1,1,0,,,,0,0,,,,,,,0,,
