,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
1,2020-09-21,18:00 ,Premier League,Matchweek 2,Mon,Home,W,1,0,Sheffield Utd,1.0,0.9,71,,Jack Grealish,4-3-3,Graham Scott,https://fbref.com/en/matches/98b4b5b6/Aston-Villa-Sheffield-United-September-21-2020-Premier-League,
3,2020-09-28,17:45 ,Premier League,Matchweek 3,Mon,Away,W,3,0,Fulham,1.4,0.7,36,,Jack Grealish,4-3-3,Stuart Attwell,https://fbref.com/en/matches/6b258be0/Fulham-Aston-Villa-September-28-2020-Premier-League,
5,2020-10-04,19:15 ,Premier League,Matchweek 4,Sun,Home,W,7,2,Liverpool,2.7,1.8,31,,Jack Grealish,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/14a7771b/Aston-Villa-Liverpool-October-4-2020-Premier-League,
6,2020-10-18,19:15 ,Premier League,Matchweek 5,Sun,Away,W,1,0,Leicester City,0.7,0.6,50,,Jack Grealish,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/7751d8c1/Leicester-City-Aston-Villa-October-18-2020-Premier-League,
7,2020-10-23,20:00 ,Premier League,Matchweek 6,Fri,Home,L,0,3,Leeds United,1.4,2.7,41,,Jack Grealish,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/873ab775/Aston-Villa-Leeds-United-October-23-2020-Premier-League,
8,2020-11-01,12:00 ,Premier League,Matchweek 7,Sun,Home,L,3,4,Southampton,1.9,0.7,56,,Jack Grealish,4-2-3-1,Darren England,https://fbref.com/en/matches/235264ac/Aston-Villa-Southampton-November-1-2020-Premier-League,
9,2020-11-08,19:15 ,Premier League,Matchweek 8,Sun,Away,W,3,0,Arsenal,1.8,1.5,41,,Jack Grealish,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/90fd3597/Arsenal-Aston-Villa-November-8-2020-Premier-League,
10,2020-11-21,15:00 ,Premier League,Matchweek 9,Sat,Home,L,1,2,Brighton,1.5,1.4,56,,Jack Grealish,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/dea0df40/Aston-Villa-Brighton-and-Hove-Albion-November-21-2020-Premier-League,
11,2020-11-30,20:00 ,Premier League,Matchweek 10,Mon,Away,L,1,2,West Ham,2.5,0.4,66,,Jack Grealish,4-3-3,Peter Bankes,https://fbref.com/en/matches/2f67603c/West-Ham-United-Aston-Villa-November-30-2020-Premier-League,
12,2020-12-12,12:30 ,Premier League,Matchweek 12,Sat,Away,W,1,0,Wolves,1.4,1.1,50,,Jack Grealish,4-3-3,Mike Dean,https://fbref.com/en/matches/f809a014/Wolverhampton-Wanderers-Aston-Villa-December-12-2020-Premier-League,
13,2020-12-17,18:00 ,Premier League,Matchweek 13,Thu,Home,D,0,0,Burnley,1.5,0.3,59,,Jack Grealish,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/5d89f60c/Aston-Villa-Burnley-December-17-2020-Premier-League,
14,2020-12-20,19:15 ,Premier League,Matchweek 14,Sun,Away,W,3,0,West Brom,2.4,0.0,67,,Jack Grealish,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/4bbe55ff/West-Bromwich-Albion-Aston-Villa-December-20-2020-Premier-League,
15,2020-12-26,15:00 ,Premier League,Matchweek 15,Sat,Home,W,3,0,Crystal Palace,3.9,0.9,39,,Jack Grealish,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/537b6ef8/Aston-Villa-Crystal-Palace-December-26-2020-Premier-League,
16,2020-12-28,17:30 ,Premier League,Matchweek 16,Mon,Away,D,1,1,Chelsea,0.7,1.7,37,,Jack Grealish,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/ac7d1071/Chelsea-Aston-Villa-December-28-2020-Premier-League,
17,2021-01-01,20:00 ,Premier League,Matchweek 17,Fri,Away,L,1,2,Manchester Utd,1.4,2.1,52,,Jack Grealish,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/0ae3a66d/Manchester-United-Aston-Villa-January-1-2021-Premier-League,
19,2021-01-20,18:00 ,Premier League,Matchweek 1,Wed,Away,L,0,2,Manchester City,0.6,3.4,31,,Jack Grealish,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/c9710420/Manchester-City-Aston-Villa-January-20-2021-Premier-League,
20,2021-01-23,20:00 ,Premier League,Matchweek 11,Sat,Home,W,2,0,Newcastle Utd,2.3,0.5,58,,Jack Grealish,4-2-3-1,Simon Hooper,https://fbref.com/en/matches/b2143993/Aston-Villa-Newcastle-United-January-23-2021-Premier-League,
