,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
16,2014-12-02,19:45 ,Premier League,Matchweek 14,Tue,Away,D,1,1,Burnley,58,"18,791",,4-2-3-1,Philip Dowd,https://fbref.com/en/matches/6d988655/Burnley-Newcastle-United-December-2-2014-Premier-League,
17,2014-12-06,12:45 ,Premier League,Matchweek 15,Sat,Home,W,2,1,Chelsea,34,"52,019",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/d03281d6/Newcastle-United-Chelsea-December-6-2014-Premier-League,
18,2014-12-13,17:30 ,Premier League,Matchweek 16,Sat,Away,L,1,4,Arsenal,49,"59,949",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/423f2a3a/Arsenal-Newcastle-United-December-13-2014-Premier-League,
20,2014-12-21,13:30 ,Premier League,Matchweek 17,Sun,Home,L,0,1,Sunderland,52,"52,315",,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/af5000da/Newcastle-United-Sunderland-December-21-2014-Premier-League,
21,2014-12-26,15:00 ,Premier League,Matchweek 18,Fri,Away,L,1,3,Manchester Utd,38,"75,318",,4-1-2-1-2◆,Mike Jones,https://fbref.com/en/matches/14328b91/Manchester-United-Newcastle-United-December-26-2014-Premier-League,
22,2014-12-28,16:15 ,Premier League,Matchweek 19,Sun,Home,W,3,2,Everton,53,"52,313",,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/b3b6d1ee/Newcastle-United-Everton-December-28-2014-Premier-League,
23,2015-01-01,15:00 ,Premier League,Matchweek 20,Thu,Home,D,3,3,Burnley,52,"51,761",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/869fd905/Newcastle-United-Burnley-January-1-2015-Premier-League,
25,2015-01-10,15:00 ,Premier League,Matchweek 21,Sat,Away,L,0,2,Chelsea,37,"41,612",,4-2-3-1,Roger East,https://fbref.com/en/matches/b50db49a/Chelsea-Newcastle-United-January-10-2015-Premier-League,
26,2015-01-17,17:30 ,Premier League,Matchweek 22,Sat,Home,L,1,2,Southampton,58,"49,307",,4-2-3-1,Robert Madley,https://fbref.com/en/matches/e19f7034/Newcastle-United-Southampton-January-17-2015-Premier-League,
27,2015-01-31,12:45 ,Premier League,Matchweek 23,Sat,Away,W,3,0,Hull City,47,"23,925",,4-2-3-1,Philip Dowd,https://fbref.com/en/matches/2f32e42f/Hull-City-Newcastle-United-January-31-2015-Premier-League,
28,2015-02-08,14:05 ,Premier League,Matchweek 24,Sun,Home,D,1,1,Stoke City,42,"47,763",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/88d06be2/Newcastle-United-Stoke-City-February-8-2015-Premier-League,
29,2015-02-11,20:00 ,Premier League,Matchweek 25,Wed,Away,D,1,1,Crystal Palace,47,"25,118",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/bd63e5b9/Crystal-Palace-Newcastle-United-February-11-2015-Premier-League,
30,2015-02-21,17:30 ,Premier League,Matchweek 26,Sat,Away,L,0,5,Manchester City,43,"45,602",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/44906a12/Manchester-City-Newcastle-United-February-21-2015-Premier-League,
31,2015-02-28,15:00 ,Premier League,Matchweek 27,Sat,Home,W,1,0,Aston Villa,50,"51,573",,4-4-2,Lee Mason,https://fbref.com/en/matches/42781db6/Newcastle-United-Aston-Villa-February-28-2015-Premier-League,
32,2015-03-04,19:45 ,Premier League,Matchweek 28,Wed,Home,L,0,1,Manchester Utd,32,"49,801",,4-4-2,Anthony Taylor,https://fbref.com/en/matches/2584670e/Newcastle-United-Manchester-United-March-4-2015-Premier-League,
33,2015-03-15,16:00 ,Premier League,Matchweek 29,Sun,Away,L,0,3,Everton,46,"38,806",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/2ca10ca8/Everton-Newcastle-United-March-15-2015-Premier-League,
34,2015-03-21,15:00 ,Premier League,Matchweek 30,Sat,Home,L,1,2,Arsenal,51,"50,544",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/ac0004ae/Newcastle-United-Arsenal-March-21-2015-Premier-League,
35,2015-04-05,16:00 ,Premier League,Matchweek 31,Sun,Away,L,0,1,Sunderland,47,"47,563",,4-3-3,Mike Dean,https://fbref.com/en/matches/191c6e29/Sunderland-Newcastle-United-April-5-2015-Premier-League,
36,2015-04-13,20:00 ,Premier League,Matchweek 32,Mon,Away,L,0,2,Liverpool,38,"44,611",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/a3cc536c/Liverpool-Newcastle-United-April-13-2015-Premier-League,
37,2015-04-19,16:00 ,Premier League,Matchweek 33,Sun,Home,L,1,3,Tottenham,39,"47,427",,4-3-3,Kevin Friend,https://fbref.com/en/matches/9ada192c/Newcastle-United-Tottenham-Hotspur-April-19-2015-Premier-League,
38,2015-04-25,15:00 ,Premier League,Matchweek 34,Sat,Home,L,2,3,Swansea City,48,"46,884",,4-3-3,Niel Swarbrick,https://fbref.com/en/matches/4484ef7f/Newcastle-United-Swansea-City-April-25-2015-Premier-League,
39,2015-05-02,12:45 ,Premier League,Matchweek 35,Sat,Away,L,0,3,Leicester City,52,"31,576",,4-3-1-2,Mike Dean,https://fbref.com/en/matches/2c798de7/Leicester-City-Newcastle-United-May-2-2015-Premier-League,
40,2015-05-09,15:00 ,Premier League,Matchweek 36,Sat,Home,D,1,1,West Brom,61,"47,894",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/8f080269/Newcastle-United-West-Bromwich-Albion-May-9-2015-Premier-League,
41,2015-05-16,15:00 ,Premier League,Matchweek 37,Sat,Away,L,1,2,QPR,53,"17,608",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/b01eae1f/Queens-Park-Rangers-Newcastle-United-May-16-2015-Premier-League,
42,2015-05-24,15:00 ,Premier League,Matchweek 38,Sun,Home,W,2,0,West Ham,41,"52,094",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/147394b4/Newcastle-United-West-Ham-United-May-24-2015-Premier-League,
