,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Dwight Gayle,9.0,eng ENG,FW,27-137,65,14,1,1,8,5,2,14,1,1,100.0,0,0.0,4,34,3,0,0,0,0,1,6,3
1,Joselu,21.0,es ESP,FW,27-341,25,12,2,5,4,3,0,12,1,1,100.0,0,0.0,3,37,0,0,0,0,0,0,8,2
2,Jacob Murphy,7.0,eng ENG,"AM,RW",23-007,83,15,0,1,9,5,0,15,6,4,66.7,2,33.3,12,144,41,3,2,0,1,2,11,3
3,Ayoze Pérez,17.0,es ESP,FW,24-217,7,0,0,0,0,0,0,0,0,0,,0,,2,25,17,0,0,0,0,1,2,0
4,Christian Atsu,30.0,gh GHA,"AM,RM",26-052,90,34,1,7,18,9,0,34,3,1,33.3,2,66.7,20,121,35,1,0,0,3,1,20,6
5,Mikel Merino,23.0,es ESP,CM,21-254,72,59,1,15,37,10,1,59,7,5,71.4,2,28.6,30,101,52,1,1,1,3,3,38,0
6,Isaac Hayden,14.0,eng ENG,"DM,CM",22-346,18,19,2,5,12,2,1,19,0,0,,0,,9,33,19,1,0,0,0,0,11,0
7,Mohamed Diamé,10.0,sn SEN,"CM,DM",30-262,90,40,2,11,23,7,0,40,5,2,40.0,3,60.0,18,81,10,0,3,0,0,3,24,0
8,Kenedy,15.0,br BRA,"WB,LW,LM",22-023,90,69,2,12,37,21,0,69,8,5,62.5,3,37.5,36,202,99,3,2,0,5,1,33,3
9,DeAndre Yedlin,22.0,us USA,"WB,RB",24-237,90,38,3,14,19,6,1,38,4,2,50.0,2,50.0,14,94,51,2,3,0,0,0,11,1
10,Paul Dummett,3.0,wls WAL,"CB,LB",26-158,90,42,8,22,19,1,0,42,0,0,,0,,18,54,25,0,0,0,1,0,19,0
11,Jamaal Lascelles,6.0,eng ENG,CB,24-112,90,45,5,28,15,2,1,45,1,1,100.0,0,0.0,19,49,29,0,0,0,0,0,24,1
12,Florian Lejeune,20.0,fr FRA,CB,26-287,90,41,7,26,15,1,0,41,1,1,100.0,0,0.0,18,73,38,1,0,0,0,0,18,0
13,Martin Dúbravka,12.0,sk SVK,GK,29-047,90,31,24,31,1,0,0,31,0,0,,0,,12,124,81,0,0,0,0,0,6,0
14,14 Players,,,,,990,459,58,178,217,72,6,459,37,23,62.2,14,37.8,215,1172,500,12,11,1,13,12,231,19
