,num,joueur
0,4,Graham Dorrans
1,6,Sébastien Bassong
2,7,Lewis Grabban
3,8,Jonny Howson
4,12,Robbie Brady
5,22,Nathan Redmond
6,23,Martin Olsson
7,24,Ryan Bennett
8,27,Alexander Tettey
9,,
10,1,John Ruddy
