,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Pierre-Emerick Aubameyang,14.0,ga GAB,FW,31-171,90,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0.0
1,Bukayo Saka,7.0,eng ENG,"LW,RB",19-092,90,0,0,0,1,3,0,8,0,0,0,0,0,3,3,4,42.9
2,Willian,12.0,br BRA,"RW,LM",32-119,90,0,0,0,0,4,0,16,0,0,0,0,0,4,1,0,100.0
3,Alexandre Lacazette,9.0,fr FRA,AM,29-192,90,1,0,0,4,5,0,0,2,2,0,0,0,7,2,3,40.0
4,Granit Xhaka,34.0,ch SUI,DM,28-070,90,1,0,0,4,1,0,1,1,3,0,0,0,8,2,0,100.0
5,Thomas Partey,18.0,gh GHA,DM,27-176,44,0,0,0,1,0,0,1,0,2,0,0,0,2,2,0,100.0
6,Dani Ceballos,8.0,es ESP,"DM,RM",24-121,46,0,0,0,0,0,0,1,2,0,0,0,0,5,0,1,0.0
7,Kieran Tierney,3.0,sct SCO,LB,23-184,90,0,0,0,1,0,0,10,0,0,0,0,0,3,1,1,50.0
8,Gabriel Dos Santos,6.0,br BRA,CB,22-353,90,0,0,0,0,2,0,0,0,2,0,0,0,6,2,2,50.0
9,Rob Holding,16.0,eng ENG,CB,25-077,90,0,0,0,0,0,0,0,0,1,0,0,0,8,3,2,60.0
10,Héctor Bellerín,2.0,es ESP,RB,25-262,74,0,0,0,1,0,0,6,0,1,0,0,0,1,2,0,100.0
11,Eddie Nketiah,30.0,eng ENG,FW,21-190,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3
12,Bernd Leno,1.0,de GER,GK,28-277,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
13,13 Players,,,,,990,2,0,0,12,15,0,44,5,11,0,0,0,51,19,19,50.0
