,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Michail Antonio,9.0,jm JAM,FW,31-189,90,0,0,0,2,3,0,2,1,0,0,0,0,6,1,2,33.3
1,Pablo Fornals,8.0,es ESP,LW,25-223,90,0,0,0,2,3,0,2,1,1,0,0,0,5,1,1,50.0
2,Jarrod Bowen,20.0,eng ENG,RW,24-287,90,0,0,0,1,1,2,2,1,0,0,0,0,4,0,4,0.0
3,Saïd Benrahma,22.0,dz ALG,AM,26-054,90,0,0,0,0,0,0,3,0,1,0,0,0,7,0,1,0.0
4,Declan Rice,41.0,eng ENG,DM,22-262,90,1,0,0,2,1,0,1,0,3,0,0,0,6,5,1,83.3
5,Tomáš Souček,28.0,cz CZE,DM,26-218,90,0,0,0,2,2,0,0,2,1,0,0,0,7,2,8,20.0
6,Aaron Cresswell,3.0,eng ENG,LB,31-292,90,0,0,0,1,0,0,14,1,0,0,0,0,4,2,2,50.0
7,Angelo Ogbonna,21.0,it ITA,CB,33-133,90,0,0,0,2,1,0,0,1,1,0,0,0,4,9,3,75.0
8,Kurt Zouma,4.0,fr FRA,CB,26-341,90,1,0,0,2,0,0,1,1,0,0,0,0,7,3,2,60.0
9,Vladimír Coufal,5.0,cz CZE,RB,29-042,90,0,0,0,2,2,0,8,0,1,0,0,0,4,1,1,50.0
10,Łukasz Fabiański,1.0,pl POL,GK,36-168,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
11,11 Players,,,,,990,2,0,0,16,13,2,33,8,8,0,0,0,55,25,25,50.0
