,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Michail Antonio,9.0,jm JAM,FW,31-189,90,0,0,0,0,0,0,0,,0,2,0,2,1,1,0,0
1,Pablo Fornals,8.0,es ESP,LW,25-223,90,3,1,1,1,1,2,3,66.7,1,2,0,2,1,4,0,0
2,Jarrod Bowen,20.0,eng ENG,RW,24-287,90,2,0,2,0,0,0,0,,0,1,0,1,1,3,0,0
3,Saïd Benrahma,22.0,dz ALG,AM,26-054,90,2,1,1,1,0,2,2,100.0,0,0,0,0,0,2,0,0
4,Declan Rice,41.0,eng ENG,DM,22-262,90,4,3,0,3,1,2,2,100.0,0,3,2,1,0,4,3,0
5,Tomáš Souček,28.0,cz CZE,DM,26-218,90,1,1,0,1,0,0,3,0.0,3,1,0,1,2,3,2,0
6,Aaron Cresswell,3.0,eng ENG,LB,31-292,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,1,0
7,Angelo Ogbonna,21.0,it ITA,CB,33-133,90,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,3,0
8,Kurt Zouma,4.0,fr FRA,CB,26-341,90,1,0,0,1,0,1,1,100.0,0,1,1,0,1,2,3,0
9,Vladimír Coufal,5.0,cz CZE,RB,29-042,90,1,1,0,1,0,0,0,,0,2,0,2,0,1,3,0
10,Łukasz Fabiański,1.0,pl POL,GK,36-168,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
11,11 Players,,,,,990,15,8,4,9,2,7,12,58.3,5,14,4,10,8,23,15,0
