,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2013-08-17,,Premier League,Matchweek 1,Sat,Home,D,2,2,Everton,,"26,824",,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/2c89506c/Norwich-City-Everton-August-17-2013-Premier-League,
1,2013-08-24,,Premier League,Matchweek 2,Sat,Away,L,0,1,Hull City,,"23,682",,4-5-1,Mike Jones,https://fbref.com/en/matches/a8881abd/Hull-City-Norwich-City-August-24-2013-Premier-League,
2,2013-08-31,,Premier League,Matchweek 3,Sat,Home,W,1,0,Southampton,,"26,819",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/1a9cda6c/Norwich-City-Southampton-August-31-2013-Premier-League,
3,2013-09-14,,Premier League,Matchweek 4,Sat,Away,L,0,2,Tottenham,,"35,952",,4-4-1-1,Lee Mason,https://fbref.com/en/matches/f3ce9e1b/Tottenham-Hotspur-Norwich-City-September-14-2013-Premier-League,
4,2013-09-21,,Premier League,Matchweek 5,Sat,Home,L,0,1,Aston Villa,,"26,813",,4-4-1-1,Chris Foy,https://fbref.com/en/matches/99d9d5bd/Norwich-City-Aston-Villa-September-21-2013-Premier-League,
5,2013-09-29,,Premier League,Matchweek 6,Sun,Away,W,1,0,Stoke City,,"26,184",,4-1-4-1,Anthony Taylor,https://fbref.com/en/matches/cc8ac2c8/Stoke-City-Norwich-City-September-29-2013-Premier-League,
6,2013-10-06,,Premier League,Matchweek 7,Sun,Home,L,1,3,Chelsea,,"26,840",,4-1-4-1,Neil Swarbrick,https://fbref.com/en/matches/cd9481b5/Norwich-City-Chelsea-October-6-2013-Premier-League,
7,2013-10-19,,Premier League,Matchweek 8,Sat,Away,L,1,4,Arsenal,,"60,009",,4-1-4-1,Lee Probert,https://fbref.com/en/matches/1f10d615/Arsenal-Norwich-City-October-19-2013-Premier-League,
8,2013-10-26,,Premier League,Matchweek 9,Sat,Home,D,0,0,Cardiff City,,"26,846",,4-1-4-1,Mike Jones,https://fbref.com/en/matches/fff95647/Norwich-City-Cardiff-City-October-26-2013-Premier-League,
9,2013-11-02,,Premier League,Matchweek 10,Sat,Away,L,0,7,Manchester City,,"47,066",,4-1-4-1,Phil Dowd,https://fbref.com/en/matches/4f09ce45/Manchester-City-Norwich-City-November-2-2013-Premier-League,
10,2013-11-09,,Premier League,Matchweek 11,Sat,Home,W,3,1,West Ham,,"26,824",,4-4-1-1,Jon Moss,https://fbref.com/en/matches/a47e8688/Norwich-City-West-Ham-United-November-9-2013-Premier-League,
11,2013-11-23,,Premier League,Matchweek 12,Sat,Away,L,1,2,Newcastle Utd,,"51,328",,4-1-4-1,Mike Dean,https://fbref.com/en/matches/1caa7fc3/Newcastle-United-Norwich-City-November-23-2013-Premier-League,
12,2013-11-30,,Premier League,Matchweek 13,Sat,Home,W,1,0,Crystal Palace,,"26,851",,4-4-2,Chris Foy,https://fbref.com/en/matches/a7fea445/Norwich-City-Crystal-Palace-November-30-2013-Premier-League,
13,2013-12-04,,Premier League,Matchweek 14,Wed,Away,L,1,5,Liverpool,,"44,541",,4-1-4-1,Anthony Taylor,https://fbref.com/en/matches/8ca33b65/Liverpool-Norwich-City-December-4-2013-Premier-League,
14,2013-12-07,,Premier League,Matchweek 15,Sat,Away,W,2,0,West Brom,,"23,675",,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/5d3ec906/West-Bromwich-Albion-Norwich-City-December-7-2013-Premier-League,
