,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Michail Antonio,30.0,jm JAM,FW,30-175,90,19,17,2,0,0,0,1,1,0,0,0,0,14,0,0
1,Pablo Fornals,18.0,es ESP,LM,24-210,87,33,30,3,1,0,0,1,0,0,0,0,0,26,0,1
2,Sébastien Haller,22.0,ci CIV,FW,26-089,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
3,Declan Rice,41.0,eng ENG,CM,21-249,90,46,45,1,1,0,0,1,0,0,0,0,0,45,0,0
4,Tomáš Souček,28.0,cz CZE,CM,25-205,90,32,32,0,0,0,0,1,0,0,0,0,0,21,0,0
5,Jarrod Bowen,20.0,eng ENG,RM,23-274,82,26,23,3,0,0,0,6,0,3,3,0,0,16,0,0
6,Andriy Yarmolenko,7.0,ua UKR,RM,30-332,8,6,6,0,0,0,0,2,0,0,0,0,0,5,0,0
7,Arthur Masuaku,26.0,cd COD,LB,26-317,89,51,49,2,0,0,0,5,2,0,0,0,0,37,0,2
8,Felipe Anderson,8.0,br BRA,"LM,LB",27-157,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
9,Aaron Cresswell,3.0,eng ENG,"CB,LB",30-279,90,80,60,18,5,0,1,6,11,2,0,2,0,64,2,3
10,Angelo Ogbonna,21.0,it ITA,CB,32-119,90,35,34,1,1,0,0,0,0,0,0,0,0,29,0,0
11,Issa Diop,23.0,fr FRA,CB,23-254,90,28,27,1,0,0,0,0,1,0,0,0,0,24,0,0
12,Ryan Fredericks,24.0,eng ENG,RB,27-345,90,38,32,6,2,0,0,4,4,0,0,0,0,29,0,1
13,Łukasz Fabiański,1.0,pl POL,GK,35-154,90,35,25,10,5,0,1,0,0,0,0,0,0,26,0,0
14,14 Players,,,,,990,434,385,47,15,0,2,27,19,5,3,2,0,340,2,7
