,num,joueur
0,,Wojciech Szczęsny
1,,Mathieu Flamini
2,,Mesut Özil
3,,Olivier Giroud
4,,Per Mertesacker
5,,Bacary Sagna
6,,Serge Gnabry
7,,Jack Wilshere
8,,Nacho Monreal
9,,Santi Cazorla
10,,Laurent Koscielny
