,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Ellis Simms,50.0,eng ENG,FW,20-345,61,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
1,Lewis Dobbin,61.0,eng ENG,FW,18-347,29,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0
2,Anthony Gordon,24.0,eng ENG,LM,20-295,89,2,1,0,2,0,0,2,0.0,2,1,0,1,1,3,3,0
3,Tyler Onyango,62.0,eng ENG,LM,18-287,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
4,André Gomes,21.0,pt POR,CM,28-139,69,4,1,3,1,0,3,10,30.0,7,0,0,0,0,4,1,0
5,Jean-Philippe Gbamin,25.0,ci CIV,CM,26-082,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
6,Abdoulaye Doucouré,16.0,ml MLI,CM,28-349,90,3,2,3,0,0,3,3,100.0,0,2,0,2,0,3,1,0
7,Alex Iwobi,17.0,ng NGA,RM,25-227,90,3,0,1,0,2,1,2,50.0,1,0,0,0,0,3,0,0
8,Ben Godfrey,22.0,eng ENG,LB,23-335,90,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,3,0
9,Jarrad Branthwaite,32.0,eng ENG,CB,19-172,90,2,1,2,0,0,1,1,100.0,0,0,0,0,1,3,3,0
10,Michael Keane,5.0,eng ENG,CB,28-339,90,3,2,0,3,0,2,2,100.0,0,2,2,0,3,6,5,0
11,Mason Holgate,4.0,eng ENG,CB,25-055,90,0,0,0,0,0,0,0,,0,1,0,1,2,2,4,1
12,Jonjoe Kenny,2.0,eng ENG,RB,24-276,90,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,2,0
13,Jordan Pickford,1.0,eng ENG,GK,27-284,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,19,8,10,6,3,11,24,45.8,13,7,3,4,9,28,23,1
