,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Callum Wilson,9.0,eng ENG,FW,30-238,87,1,0,0,1,0,2,0,0,0,0,0,0,0,3,3,50.0
1,Chris Wood,20.0,nz NZL,FW,30-320,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,50.0
2,Joelinton,7.0,br BRA,"LW,LM",26-070,90,0,0,0,1,1,1,1,1,4,0,0,0,4,2,1,66.7
3,Miguel Almirón,24.0,py PAR,RW,28-255,90,0,0,0,1,2,0,1,1,2,0,0,0,6,0,0,
4,Joe Willock,28.0,eng ENG,LM,23-064,74,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0.0
5,Jacob Murphy,23.0,eng ENG,LW,27-241,16,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,
6,Bruno Guimarães,39.0,br BRA,CM,24-341,88,0,0,0,2,3,0,1,3,1,0,0,0,9,1,2,33.3
7,Jonjo Shelvey,8.0,eng ENG,CM,30-238,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
8,Sean Longstaff,36.0,eng ENG,RM,24-358,90,0,0,0,0,2,0,3,1,0,0,0,0,5,0,2,0.0
9,Dan Burn,33.0,eng ENG,LB,30-167,90,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,50.0
10,Sven Botman,4.0,nl NED,CB,22-284,90,0,0,0,0,0,0,0,1,0,0,0,0,5,2,4,33.3
11,Fabian Schär,5.0,ch SUI,CB,30-307,90,0,0,0,0,0,0,2,0,0,0,0,0,5,2,1,66.7
12,Kieran Trippier,2.0,eng ENG,RB,32-034,90,0,0,0,0,2,0,10,0,3,0,0,0,6,3,2,60.0
13,Nick Pope,22.0,eng ENG,GK,30-187,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
14,14 Players,,,,,990,2,0,0,6,12,4,18,7,11,0,0,0,52,16,19,45.7
