,num,joueur
0,,Mark Bunn
1,,Elliott Bennett
2,,Sébastien Bassong
3,,Russell Martin
4,,Javier Garrido
5,,Luciano Becchio
6,,Michael Turner
7,,Wes Hoolahan
8,,Alexander Tettey
9,,Robert Snodgrass
10,,Bradley Johnson
