,num,joueur
0,5,Georginio Wijnaldum
1,6,Dejan Lovren
2,7,James Milner
3,11,Roberto Firmino
4,14,Jordan Henderson
5,19,Sadio Mané
6,21,Lucas Leiva
7,23,Emre Can
8,27,Divock Origi
9,,
10,22,Simon Mignolet
