,num,joueur
0,,James Ward-Prowse
1,,Dani Osvaldo
2,,Rickie Lambert
3,,Jay Rodriguez
4,,Jack Cork
5,,Luke Shaw
6,,Steven Davis
7,,Calum Chambers
8,,Jos Hooiveld
9,,
10,,Cody Cropper
