,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
23,2022-01-01,12:30 ,Premier League,Matchweek 21,Sat,Home,L,1,2,Manchester City,0.8,2.0,29,"59,757",Alexandre Lacazette,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League,
27,2022-01-23,14:00 ,Premier League,Matchweek 23,Sun,Home,D,0,0,Burnley,1.2,0.4,75,"59,255",Alexandre Lacazette,4-1-4-1,David Coote,https://fbref.com/en/matches/845ec84d/Arsenal-Burnley-January-23-2022-Premier-League,
28,2022-02-10,19:45 ,Premier League,Matchweek 24,Thu,Away,W,1,0,Wolves,1.8,0.8,42,"31,523",Alexandre Lacazette,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League,
29,2022-02-19,15:00 ,Premier League,Matchweek 26,Sat,Home,W,2,1,Brentford,1.7,0.6,66,"59,249",Alexandre Lacazette,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/401c8cc8/Arsenal-Brentford-February-19-2022-Premier-League,
30,2022-02-24,19:45 ,Premier League,Matchweek 20,Thu,Home,W,2,1,Wolves,3.1,1.0,56,"59,888",Alexandre Lacazette,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/3c516ed6/Arsenal-Wolverhampton-Wanderers-February-24-2022-Premier-League,
31,2022-03-06,14:00 ,Premier League,Matchweek 28,Sun,Away,W,3,2,Watford,1.0,1.0,56,"21,142",Alexandre Lacazette,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/9d5abf8b/Watford-Arsenal-March-6-2022-Premier-League,
32,2022-03-13,16:30 ,Premier League,Matchweek 29,Sun,Home,W,2,0,Leicester City,2.4,0.4,46,"60,111",Alexandre Lacazette,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/47ea9ab2/Arsenal-Leicester-City-March-13-2022-Premier-League,
33,2022-03-16,20:15 ,Premier League,Matchweek 27,Wed,Home,L,0,2,Liverpool,0.5,0.8,49,"59,968",Alexandre Lacazette,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/8ef5cc6b/Arsenal-Liverpool-March-16-2022-Premier-League,
34,2022-03-19,12:30 ,Premier League,Matchweek 30,Sat,Away,W,1,0,Aston Villa,1.3,0.5,53,"41,956",Alexandre Lacazette,4-2-3-1,Andy Madley,https://fbref.com/en/matches/0cb74761/Aston-Villa-Arsenal-March-19-2022-Premier-League,
35,2022-04-04,20:00 ,Premier League,Matchweek 31,Mon,Away,L,0,3,Crystal Palace,0.8,1.5,68,"25,149",Alexandre Lacazette,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/d96b144a/Crystal-Palace-Arsenal-April-4-2022-Premier-League,
36,2022-04-09,15:00 ,Premier League,Matchweek 32,Sat,Home,L,1,2,Brighton,1.9,0.6,64,"60,112",Alexandre Lacazette,4-2-3-1,David Coote,https://fbref.com/en/matches/37ddcda6/Arsenal-Brighton-and-Hove-Albion-April-9-2022-Premier-League,
37,2022-04-16,15:00 ,Premier League,Matchweek 33,Sat,Away,L,0,1,Southampton,1.7,0.8,75,"31,465",Martin Ødegaard,4-2-3-1,Peter Bankes,https://fbref.com/en/matches/5ea2687c/Southampton-Arsenal-April-16-2022-Premier-League,
38,2022-04-20,19:45 ,Premier League,Matchweek 25,Wed,Away,W,4,2,Chelsea,2.0,0.7,33,"32,249",Martin Ødegaard,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/cf8c0df6/North-West-London-Derby-Chelsea-Arsenal-April-20-2022-Premier-League,
39,2022-04-23,12:30 ,Premier League,Matchweek 34,Sat,Home,W,3,1,Manchester Utd,2.3,1.8,54,"60,223",Martin Ødegaard,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/b9f7c065/Arsenal-Manchester-United-April-23-2022-Premier-League,
40,2022-05-01,16:30 ,Premier League,Matchweek 35,Sun,Away,W,2,1,West Ham,0.9,0.5,43,"59,959",Martin Ødegaard,4-2-3-1,Mike Dean,https://fbref.com/en/matches/5290c2da/West-Ham-United-Arsenal-May-1-2022-Premier-League,
41,2022-05-08,14:00 ,Premier League,Matchweek 36,Sun,Home,W,2,1,Leeds United,2.0,0.3,64,"60,108",Martin Ødegaard,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/ef41dec1/Arsenal-Leeds-United-May-8-2022-Premier-League,
42,2022-05-12,19:45 ,Premier League,Matchweek 22,Thu,Away,L,0,3,Tottenham,0.5,2.7,43,"62,027",Martin Ødegaard,4-3-3,Paul Tierney,https://fbref.com/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League,
43,2022-05-16,20:00 ,Premier League,Matchweek 37,Mon,Away,L,0,2,Newcastle Utd,0.6,1.6,49,"52,274",Martin Ødegaard,4-2-3-1,Darren England,https://fbref.com/en/matches/a3b3a0d5/Newcastle-United-Arsenal-May-16-2022-Premier-League,
44,2022-05-22,16:00 ,Premier League,Matchweek 38,Sun,Home,W,5,1,Everton,4.2,1.1,73,"60,201",Martin Ødegaard,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/4100d195/Arsenal-Everton-May-22-2022-Premier-League,
