,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Fernando Llorente,18.0,es ESP,FW,33-349,79,30,0,1,17,12,4,30,0,0,,0,,12,24,5,0,0,0,3,0,23,10
1,Victor Wanyama,12.0,ke KEN,CM,27-230,11,3,0,0,3,0,0,3,0,0,,0,,2,16,6,0,0,0,0,0,3,0
2,Son Heung-min,7.0,kr KOR,FW,26-217,90,34,0,0,14,20,1,34,0,0,,0,,24,247,110,3,5,0,2,3,30,4
3,Christian Eriksen,23.0,dk DEN,"AM,FW,CM",26-361,90,50,1,1,28,22,2,50,1,1,100.0,0,0.0,25,97,51,2,3,0,2,1,40,8
4,Oliver Skipp,52.0,eng ENG,LM,18-147,70,41,0,5,28,8,0,41,0,0,,0,,22,65,23,0,0,0,1,1,30,3
5,Toby Alderweireld,4.0,be BEL,CB,29-345,20,11,1,5,6,0,0,11,0,0,,0,,5,20,13,0,0,0,0,0,4,0
6,Moussa Sissoko,17.0,fr FRA,"RM,CM",29-178,90,64,3,17,35,15,1,64,5,4,80.0,1,20.0,39,260,205,5,5,0,1,1,43,4
7,Harry Winks,8.0,eng ENG,"DM,CM",23-008,90,96,7,20,72,6,0,96,3,2,66.7,1,33.3,72,320,149,0,2,0,1,0,73,2
8,Danny Rose,3.0,eng ENG,"LB,WB",28-223,87,55,1,15,22,19,3,55,2,1,50.0,1,50.0,29,191,116,4,3,0,3,2,34,8
9,Kyle Walker-Peters,16.0,eng ENG,LB,21-303,3,3,0,1,0,2,0,3,0,0,,0,,1,2,2,0,1,0,0,0,2,0
10,Jan Vertonghen,5.0,be BEL,CB,31-292,90,64,4,31,33,1,0,64,0,0,,0,,51,210,159,0,0,0,0,0,50,0
11,Davinson Sánchez,6.0,co COL,CB,22-243,90,67,8,27,38,2,1,67,0,0,,0,,51,220,149,0,1,0,0,0,45,1
12,Kieran Trippier,2.0,eng ENG,"RB,WB",28-144,90,66,3,21,28,17,1,66,0,0,,0,,31,69,25,0,0,0,2,1,32,8
13,Hugo Lloris,1.0,fr FRA,GK,32-046,90,52,49,52,0,0,0,52,0,0,,0,,31,172,112,0,0,0,0,0,26,0
14,14 Players,,,,,990,636,77,196,324,124,13,636,11,8,72.7,3,27.3,395,1913,1125,14,20,0,15,9,435,48
