,num,joueur
0,,Paul Robinson
1,,Mauro Formica
2,,Grant Hanley
3,,Jason Lowe
4,,Morten Gamst Pedersen
5,,Steven Nzonzi
6,,Scott Dann
7,,Marcus Olsson
8,,Junior Hoilett
9,,Martin Olsson
10,,Yakubu Aiyegbeni
