,num,joueur
0,,Brad Guzan
1,,Karim El Ahmadi
2,,Fabian Delph
3,,Ron Vlaar
4,,Ashley Westwood
5,,Andreas Weimann
6,,Matthew Lowton
7,,Christian Benteke
8,,Jores Okore
9,,Gabriel Agbonlahor
10,,Antonio Luna
