,num,joueur
0,,Jason Puncheon
1,,Joe Ledley
2,,Adrian Mariappa
3,,Joel Ward
4,,Yannick Bolasie
5,,Kagisho Dikgacoi
6,,Cameron Jerome
7,,Scott Dann
8,,Damien Delaney
9,,
10,,Wayne Hennessey
