,num,joueur
0,,Chris Brunt
1,,Paul Scharner
2,,Pablo Ibáñez
3,,Gonzalo Jara
4,,Nicky Shorey
5,,Jerome Thomas
6,,Simon Cox
7,,Gabriel Tamaș
8,,Marc-Antoine Fortuné
9,,
10,,Boaz Myhill
