,team_code,Opponent_code,season,Round_code,Venue_code,Referee_code,Formation_code,Day_code,Result_code,GF,GF_rolling,GA,GA_rolling
2405,11,36,2013,3,0,4,16,5,2,3,1.3333333333333333,0,1.6666666666666667
2406,11,29,2013,4,1,25,12,6,2,3,1.6666666666666667,1,1.3333333333333333
2407,11,31,2013,5,0,35,12,2,2,4,2.6666666666666665,3,1.0
2408,11,30,2013,6,0,14,12,5,1,2,3.3333333333333335,3,1.3333333333333333
2409,11,12,2013,7,1,21,12,5,2,2,3.0,1,2.3333333333333335
2410,11,0,2013,8,0,27,16,0,0,0,2.6666666666666665,0,2.3333333333333335
2411,11,32,2013,9,1,28,12,3,2,1,1.3333333333333333,0,1.3333333333333333
2412,11,19,2013,10,1,11,12,6,2,2,1.0,1,0.3333333333333333
2413,11,29,2013,12,0,24,12,2,2,3,1.0,0,0.3333333333333333
2414,11,16,2013,13,0,21,12,5,2,2,2.0,0,0.3333333333333333
2415,11,21,2013,14,1,35,12,6,2,3,2.3333333333333335,1,0.3333333333333333
2416,11,36,2013,15,1,29,12,2,0,0,2.6666666666666665,0,0.3333333333333333
2417,11,20,2013,16,0,27,12,0,2,1,1.6666666666666667,0,0.3333333333333333
2418,11,23,2013,17,1,11,12,5,2,3,1.3333333333333333,0,0.3333333333333333
2419,11,35,2013,18,0,2,12,1,0,1,1.3333333333333333,1,0.0
2420,11,13,2013,19,1,20,12,5,2,1,1.6666666666666667,0,0.3333333333333333
2421,11,14,2013,20,0,21,12,5,2,3,1.6666666666666667,1,0.3333333333333333
2422,11,33,2013,21,1,25,16,5,2,4,1.6666666666666667,0,0.6666666666666666
2423,11,1,2013,23,0,4,12,5,1,0,2.6666666666666665,1,0.3333333333333333
2424,11,0,2013,24,1,0,12,5,2,6,2.3333333333333335,0,0.6666666666666666
2425,11,12,2013,25,0,19,16,5,1,0,3.3333333333333335,1,0.3333333333333333
2426,11,30,2013,26,1,20,12,5,2,3,2.0,0,0.6666666666666666
2427,11,32,2013,27,0,35,12,6,2,1,3.0,0,0.3333333333333333
2428,11,31,2013,28,1,27,12,5,1,1,1.3333333333333333,2,0.3333333333333333
2429,11,19,2013,29,0,24,16,6,2,2,1.6666666666666667,0,0.6666666666666666
2430,11,24,2013,30,1,29,12,6,0,0,1.3333333333333333,0,0.6666666666666666
2431,11,10,2013,31,0,25,12,6,2,2,1.0,1,0.6666666666666666
3154,11,9,2014,0,0,25,12,0,2,3,1.3333333333333333,1,0.3333333333333333
3155,11,18,2014,11,1,19,12,5,2,2,1.6666666666666667,0,0.6666666666666666
3156,11,13,2014,22,0,15,12,5,2,6,2.3333333333333335,3,0.6666666666666666
3157,11,32,2014,32,1,18,12,5,2,4,3.6666666666666665,2,1.3333333333333333
3158,11,20,2014,33,0,27,12,6,0,1,4.0,1,1.6666666666666667
3159,11,1,2014,34,1,36,12,5,2,3,3.6666666666666665,0,2.0
3160,11,0,2014,35,1,24,12,6,2,2,2.6666666666666665,0,1.0
3161,11,12,2014,36,0,6,12,5,2,2,2.0,1,0.3333333333333333
3162,11,21,2014,37,0,36,12,6,0,1,2.3333333333333335,1,0.3333333333333333
3163,11,26,2014,1,1,28,12,5,2,2,1.6666666666666667,1,0.6666666666666666
3164,11,19,2014,2,0,2,12,5,2,2,1.6666666666666667,1,1.0
3165,11,35,2014,3,1,19,12,5,2,2,1.6666666666666667,0,1.0
3166,11,31,2014,4,0,18,12,5,0,0,2.0,0,0.6666666666666666
3167,11,33,2014,5,1,27,12,2,2,3,1.3333333333333333,0,0.3333333333333333
3168,11,23,2014,6,0,24,12,5,1,1,1.6666666666666667,2,0.0
3169,11,16,2014,7,1,4,12,5,2,2,1.3333333333333333,0,0.6666666666666666
3170,11,30,2014,8,0,30,12,0,2,2,2.0,0,0.6666666666666666
3171,11,36,2014,9,1,25,12,4,2,2,1.6666666666666667,0,0.6666666666666666
3172,11,29,2014,10,0,2,12,6,0,1,2.0,1,0.0
3173,11,33,2014,12,0,36,12,3,1,3,1.6666666666666667,5,0.3333333333333333
3174,11,23,2014,13,1,39,12,5,2,2,2.0,0,2.0
3175,11,32,2014,14,0,15,12,5,2,5,2.0,0,2.0
3176,11,20,2014,15,1,21,12,5,0,1,3.3333333333333335,1,1.6666666666666667
3177,11,1,2014,16,0,30,12,5,2,2,2.6666666666666665,1,0.3333333333333333
3178,11,13,2014,17,1,15,12,2,2,1,2.6666666666666665,0,0.6666666666666666
3179,11,9,2014,18,1,24,12,5,0,1,1.3333333333333333,1,0.6666666666666666
3180,11,36,2014,20,0,0,12,2,2,1,1.3333333333333333,0,0.6666666666666666
3181,11,29,2014,21,1,27,12,6,0,1,1.0,1,0.3333333333333333
3182,11,16,2014,23,0,25,12,6,2,3,1.0,2,0.6666666666666666
3183,11,30,2014,24,1,15,12,5,2,2,1.6666666666666667,1,1.0
3184,11,26,2014,25,0,0,12,6,2,1,2.0,0,1.3333333333333333
3185,11,21,2014,26,1,27,12,5,2,1,2.0,0,1.0
3186,11,0,2014,27,0,25,12,6,0,0,1.3333333333333333,0,0.3333333333333333
3187,11,18,2014,19,0,21,12,2,2,3,0.6666666666666666,1,0.0
3188,11,12,2014,28,1,18,12,6,2,1,1.3333333333333333,0,0.3333333333333333
3189,11,19,2014,29,1,0,12,6,0,1,1.3333333333333333,1,0.3333333333333333
3190,11,35,2014,30,0,28,12,0,1,0,1.6666666666666667,3,0.6666666666666666
3191,11,31,2014,31,1,19,12,6,2,3,0.6666666666666666,1,1.3333333333333333
3914,11,32,2015,0,1,25,12,5,0,2,1.3333333333333333,2,1.6666666666666667
3915,11,20,2015,11,0,24,12,6,1,0,1.6666666666666667,3,2.0
3916,11,35,2015,22,0,21,12,6,2,3,1.6666666666666667,2,2.0
3917,11,12,2015,32,1,6,12,5,1,1,1.6666666666666667,2,2.3333333333333335
3918,11,13,2015,33,0,0,12,5,1,1,1.3333333333333333,3,2.3333333333333335
3919,11,0,2015,34,1,27,12,5,2,2,1.6666666666666667,0,2.3333333333333335
3920,11,23,2015,35,0,24,12,5,0,2,1.3333333333333333,2,1.6666666666666667
3921,11,29,2015,36,1,38,12,5,1,1,1.6666666666666667,3,1.6666666666666667
3922,11,1,2015,37,1,39,12,5,2,2,1.6666666666666667,0,1.6666666666666667
3923,11,36,2015,1,0,15,12,5,1,1,1.6666666666666667,2,1.6666666666666667
3924,11,19,2015,2,1,21,12,5,1,1,1.3333333333333333,3,1.6666666666666667
3925,11,30,2015,3,0,2,12,5,1,0,1.3333333333333333,1,1.6666666666666667
3926,11,24,2015,4,1,6,12,5,2,1,0.6666666666666666,0,2.0
3927,11,33,2015,5,0,25,12,6,0,0,0.6666666666666666,0,1.3333333333333333
3928,11,6,2015,6,1,28,12,5,1,0,0.3333333333333333,1,0.3333333333333333
3929,11,18,2015,7,0,21,12,0,1,1,0.3333333333333333,2,0.3333333333333333
3930,11,31,2015,8,1,39,12,5,2,3,0.3333333333333333,1,1.0
3931,11,34,2015,9,1,0,12,5,0,2,1.3333333333333333,2,1.3333333333333333
3932,11,21,2015,10,0,24,12,0,0,0,2.0,0,1.6666666666666667
3933,11,12,2015,12,0,18,12,6,2,3,1.6666666666666667,0,1.0
3934,11,35,2015,13,1,2,12,2,0,2,1.6666666666666667,2,0.6666666666666666
3935,11,13,2015,14,1,28,12,5,0,3,1.6666666666666667,3,0.6666666666666666
3936,11,0,2015,15,0,21,12,6,2,1,2.6666666666666665,0,1.6666666666666667
3937,11,34,2015,16,0,27,12,2,0,0,2.0,0,1.6666666666666667
3938,11,21,2015,17,1,25,12,6,0,1,1.3333333333333333,1,1.0
3939,11,23,2015,18,1,39,12,5,2,5,0.6666666666666666,1,0.3333333333333333
3940,11,29,2015,19,0,24,12,5,2,2,2.0,1,0.6666666666666666
3941,11,24,2015,20,0,19,12,1,2,2,2.6666666666666665,1,1.0
3942,11,30,2015,21,1,21,12,5,0,1,3.0,1,1.0
3943,11,36,2015,24,1,38,12,5,0,2,1.6666666666666667,2,1.0
3944,11,1,2015,25,0,30,12,5,2,4,1.6666666666666667,0,1.3333333333333333
3945,11,32,2015,26,0,0,12,5,1,0,2.3333333333333335,1,1.0
3946,11,20,2015,27,1,27,12,5,1,0,2.0,3,1.0
3947,11,6,2015,28,0,39,12,5,2,4,1.3333333333333333,1,1.3333333333333333
3948,11,33,2015,29,1,21,12,0,0,2,1.3333333333333333,2,1.6666666666666667
3949,11,31,2015,30,0,28,12,5,1,2,2.0,3,2.0
3950,11,19,2015,23,0,25,12,2,0,1,2.6666666666666665,1,2.0
3951,11,18,2015,31,1,6,12,6,0,1,1.6666666666666667,1,2.0
4674,11,36,2016,0,1,2,10,0,2,2,1.3333333333333333,1,1.6666666666666667
4675,11,34,2016,11,0,15,10,5,2,2,1.3333333333333333,1,1.0
4676,11,9,2016,22,1,21,10,5,2,3,1.6666666666666667,0,1.0
4677,11,32,2016,32,0,0,10,6,0,2,2.3333333333333335,2,0.6666666666666666
4678,11,19,2016,33,1,24,12,4,1,1,2.3333333333333335,2,1.0
4679,11,0,2016,34,0,25,10,5,1,0,2.0,3,1.3333333333333333
4680,11,16,2016,35,0,2,4,5,2,2,1.0,0,2.3333333333333335
4681,11,18,2016,36,1,0,4,5,2,3,1.0,0,1.6666666666666667
4682,11,21,2016,37,1,24,4,6,2,4,1.6666666666666667,0,1.0
4683,11,29,2016,1,0,28,4,6,2,2,3.0,0,0.0
4684,11,13,2016,2,1,38,4,5,2,5,3.0,0,0.0
4685,11,22,2016,3,0,15,4,6,2,1,3.6666666666666665,0,0.0
4686,11,33,2016,4,1,25,4,5,2,2,2.6666666666666665,1,0.0
4687,11,20,2016,5,0,2,4,5,2,3,2.6666666666666665,1,0.3333333333333333
4688,11,35,2016,6,1,27,4,6,2,1,2.0,0,0.6666666666666666
4689,11,31,2016,7,0,30,4,2,2,1,2.0,0,0.6666666666666666
4690,11,12,2016,8,0,15,4,5,2,1,1.6666666666666667,0,0.3333333333333333
4691,11,6,2016,9,1,28,4,0,2,3,1.0,0,0.0
4692,11,30,2016,10,1,38,4,5,2,4,1.6666666666666667,2,0.0
4693,11,33,2016,12,0,24,4,2,1,0,2.6666666666666665,2,0.6666666666666666
4694,11,18,2016,13,0,0,4,5,2,3,2.3333333333333335,0,1.3333333333333333
4695,11,16,2016,14,1,30,4,6,2,2,2.3333333333333335,0,1.3333333333333333
4696,11,19,2016,15,0,21,4,1,0,1,1.6666666666666667,1,0.6666666666666666
4697,11,0,2016,16,1,24,4,5,2,3,2.0,1,0.3333333333333333
4698,11,9,2016,17,0,18,4,6,0,1,2.0,1,0.6666666666666666
4699,11,32,2016,18,1,30,4,5,2,3,1.6666666666666667,1,1.0
4700,11,36,2016,19,0,0,4,0,2,2,2.3333333333333335,1,1.0
4701,11,30,2016,21,0,2,4,5,2,2,2.0,1,1.0
4702,11,12,2016,23,1,6,6,5,1,1,2.3333333333333335,2,1.0
4703,11,20,2016,24,1,27,4,2,2,2,1.6666666666666667,1,1.3333333333333333
4704,11,6,2016,25,0,0,4,5,2,3,1.6666666666666667,1,1.3333333333333333
4705,11,21,2016,26,0,38,4,6,1,0,2.0,2,1.3333333333333333
4706,11,29,2016,27,1,19,4,1,2,4,1.6666666666666667,2,1.3333333333333333
4707,11,13,2016,28,0,15,4,6,2,3,2.3333333333333335,0,1.6666666666666667
4708,11,22,2016,29,1,6,4,0,2,3,2.3333333333333335,0,1.3333333333333333
4709,11,35,2016,30,0,25,4,4,2,1,3.3333333333333335,0,0.6666666666666666
4710,11,34,2016,20,1,19,4,0,2,4,2.3333333333333335,3,0.0
4711,11,31,2016,31,1,30,4,6,2,5,2.6666666666666665,1,1.0
5472,11,9,2017,0,1,6,4,5,1,2,3.3333333333333335,3,1.3333333333333333
5473,11,33,2017,11,0,2,6,6,2,2,3.6666666666666665,1,2.3333333333333335
5474,11,13,2017,22,1,15,4,6,2,2,3.0,0,1.6666666666666667
5475,11,18,2017,32,0,19,4,5,2,2,2.0,1,1.3333333333333333
5476,11,0,2017,33,1,25,4,6,0,0,2.0,0,0.6666666666666666
5477,11,30,2017,34,0,27,4,5,2,4,1.3333333333333333,0,0.3333333333333333
5478,11,20,2017,35,1,24,6,5,1,0,2.0,1,0.3333333333333333
5479,11,12,2017,36,0,0,4,5,1,1,1.3333333333333333,2,0.3333333333333333
5480,11,34,2017,37,1,15,4,5,2,4,1.6666666666666667,2,1.0
5481,11,6,2017,1,0,6,4,5,2,1,1.6666666666666667,0,1.6666666666666667
5482,11,21,2017,2,1,2,0,6,2,1,2.0,0,1.3333333333333333
5483,11,35,2017,3,0,15,6,5,2,4,2.0,0,0.6666666666666666
5484,11,19,2017,4,0,25,6,5,0,1,2.0,1,0.0
5485,11,32,2017,5,1,30,4,2,2,1,2.0,0,0.3333333333333333
5486,11,23,2017,6,1,18,6,5,2,3,2.0,1,0.3333333333333333
5487,11,36,2017,7,0,2,6,5,1,0,1.6666666666666667,1,0.6666666666666666
5488,11,15,2017,8,0,0,4,1,2,3,1.3333333333333333,1,0.6666666666666666
5489,11,29,2017,9,1,39,4,5,2,1,2.0,0,1.0
5490,11,13,2017,10,0,38,4,5,0,0,1.3333333333333333,0,0.6666666666666666
5491,11,8,2017,12,1,27,6,1,2,2,1.3333333333333333,0,0.3333333333333333
5492,11,30,2017,13,1,18,4,5,2,5,1.0,0,0.0
5493,11,0,2017,14,0,2,6,2,0,2,2.3333333333333335,2,0.0
5494,11,18,2017,15,1,28,6,5,0,0,3.0,0,0.6666666666666666
5495,11,8,2017,16,0,15,4,5,2,4,2.3333333333333335,0,0.6666666666666666
5496,11,6,2017,17,1,20,4,2,1,0,2.0,3,0.6666666666666666
5497,11,34,2017,18,0,27,4,0,1,1,1.3333333333333333,4,1.0
5498,11,35,2017,19,1,19,4,0,2,3,1.6666666666666667,0,2.3333333333333335
5499,11,21,2017,20,0,24,4,6,1,1,1.3333333333333333,2,2.3333333333333335
5500,11,20,2017,21,0,25,4,6,1,0,1.6666666666666667,1,2.0
5501,11,12,2017,23,1,2,4,5,2,2,1.3333333333333333,1,1.0
5502,11,33,2017,25,1,0,4,6,1,1,1.0,3,1.3333333333333333
5503,11,36,2017,26,1,18,4,6,0,1,1.0,1,1.6666666666666667
5504,11,29,2017,27,0,27,4,5,2,3,1.3333333333333333,2,1.6666666666666667
5505,11,9,2017,24,0,38,7,3,2,2,1.6666666666666667,1,2.0
5506,11,32,2017,29,0,15,6,5,2,1,2.0,0,1.3333333333333333
5507,11,19,2017,30,1,2,6,6,2,1,2.0,0,1.0
5508,11,15,2017,28,1,19,4,2,0,1,1.3333333333333333,1,0.3333333333333333
5509,11,23,2017,31,0,24,6,6,1,0,1.0,3,0.3333333333333333
6270,11,15,2018,0,0,5,16,5,2,3,0.6666666666666666,0,1.3333333333333333
6271,11,0,2018,11,1,24,16,5,2,3,1.3333333333333333,2,1.3333333333333333
6272,11,23,2018,22,0,32,16,6,2,2,2.0,1,1.6666666666666667
6273,11,6,2018,32,1,19,16,5,2,2,2.6666666666666665,0,1.0
6274,11,10,2018,33,1,15,16,5,2,4,2.3333333333333335,1,1.0
6275,11,36,2018,34,0,27,16,6,0,0,2.6666666666666665,0,0.6666666666666666
6276,11,19,2018,35,1,0,16,5,0,1,2.0,1,0.3333333333333333
6277,11,29,2018,36,0,6,16,6,2,3,1.6666666666666667,0,0.6666666666666666
6278,11,21,2018,37,1,27,16,5,0,2,1.3333333333333333,2,0.3333333333333333
6279,11,9,2018,1,0,6,16,6,2,4,2.0,0,1.0
6280,11,12,2018,2,1,25,16,6,2,3,3.0,1,0.6666666666666666
6281,11,13,2018,3,1,18,16,6,0,0,3.0,0,1.0
6282,11,33,2018,4,0,24,16,5,1,1,2.3333333333333335,3,0.3333333333333333
6283,11,14,2018,5,1,6,16,6,2,2,1.3333333333333333,0,1.3333333333333333
6284,11,38,2018,6,0,15,16,2,1,1,1.0,2,1.0
6285,11,20,2018,7,1,25,16,5,2,2,1.3333333333333333,0,1.6666666666666667
6286,11,8,2018,8,0,41,16,6,2,2,1.6666666666666667,1,0.6666666666666666
6287,11,18,2018,9,1,20,16,5,1,0,1.6666666666666667,1,1.0
6288,11,34,2018,10,0,24,16,2,2,2,1.3333333333333333,1,0.6666666666666666
6289,11,12,2018,12,0,6,16,6,2,1,1.3333333333333333,0,1.0
6290,11,29,2018,13,1,15,16,2,0,0,1.0,0,0.6666666666666666
6291,11,23,2018,14,1,5,16,5,2,2,1.0,1,0.3333333333333333
6292,11,0,2018,15,0,2,16,5,1,0,1.0,2,0.3333333333333333
6293,11,6,2018,16,0,39,16,2,1,0,0.6666666666666666,4,1.0
6294,11,15,2018,17,1,32,16,5,2,5,0.6666666666666666,0,2.3333333333333335
6295,11,20,2018,18,0,27,16,6,1,0,1.6666666666666667,6,2.0
6296,11,33,2018,20,1,0,16,2,2,2,1.6666666666666667,0,3.3333333333333335
6297,11,14,2018,21,0,10,16,6,2,2,2.3333333333333335,1,2.0
6298,11,38,2018,23,1,25,16,6,0,1,1.3333333333333333,1,2.3333333333333335
6299,11,13,2018,24,0,2,16,6,1,0,1.6666666666666667,2,0.6666666666666666
6300,11,10,2018,25,0,6,16,6,2,2,1.0,1,1.3333333333333333
6301,11,8,2018,19,1,10,16,2,2,3,1.0,0,1.3333333333333333
6302,11,36,2018,26,1,5,16,0,2,2,1.6666666666666667,0,1.0
6303,11,19,2018,27,0,25,16,6,1,0,2.3333333333333335,2,0.3333333333333333
6304,11,9,2018,28,1,18,16,0,0,2,1.6666666666666667,2,0.6666666666666666
6305,11,21,2018,29,0,24,16,6,0,1,1.3333333333333333,1,1.3333333333333333
6306,11,34,2018,30,1,32,16,6,2,3,1.0,0,1.6666666666666667
6307,11,18,2018,31,0,2,16,6,0,0,2.0,0,1.0
7030,11,21,2019,0,0,2,12,6,1,0,1.3333333333333333,4,0.3333333333333333
7031,11,18,2019,11,1,31,16,6,0,1,1.0,1,1.3333333333333333
7032,11,24,2019,22,0,24,16,5,2,3,0.3333333333333333,2,1.6666666666666667
7033,11,28,2019,32,1,41,16,5,0,2,1.3333333333333333,2,2.3333333333333335
7034,11,38,2019,33,0,10,4,5,2,5,2.0,2,1.6666666666666667
7035,11,19,2019,34,1,25,16,6,1,1,3.3333333333333335,2,2.0
7036,11,8,2019,35,1,5,16,5,2,2,2.6666666666666665,0,2.0
7037,11,29,2019,36,0,32,16,6,2,4,2.6666666666666665,1,1.3333333333333333
7038,11,23,2019,37,1,0,16,5,2,1,2.3333333333333335,0,1.0
7039,11,9,2019,1,0,25,12,5,2,4,2.3333333333333335,2,0.3333333333333333
7040,11,34,2019,2,0,2,12,5,2,2,3.0,1,1.0
7041,11,12,2019,3,1,27,12,5,2,2,2.3333333333333335,0,1.0
7042,11,20,2019,4,0,24,16,5,1,1,2.6666666666666665,2,1.0
7043,11,36,2019,5,1,15,12,5,1,0,1.6666666666666667,1,1.0
7044,11,1,2019,6,1,5,12,2,2,2,1.0,1,1.0
7045,11,13,2019,7,0,6,12,5,1,1,1.0,3,1.3333333333333333
7046,11,6,2019,8,1,10,16,5,1,0,1.0,1,1.6666666666666667
7047,11,33,2019,9,0,2,4,6,2,2,1.0,0,1.6666666666666667
7048,11,29,2019,10,1,15,4,3,1,0,1.0,2,1.3333333333333333
7049,11,0,2019,12,0,6,4,6,2,2,0.6666666666666666,1,1.0
7050,11,8,2019,13,0,41,16,2,0,1,1.3333333333333333,1,1.0
7051,11,9,2019,14,1,18,16,5,2,3,1.0,0,1.3333333333333333
7052,11,23,2019,15,0,5,16,5,1,0,2.0,1,0.6666666666666666
7053,11,0,2019,16,1,41,16,1,0,2,1.3333333333333333,2,0.6666666666666666
7054,11,18,2019,17,0,19,12,5,0,2,1.6666666666666667,2,1.0
7055,11,21,2019,18,1,2,16,0,1,0,1.3333333333333333,2,1.6666666666666667
7056,11,33,2019,19,1,25,4,5,2,2,1.3333333333333333,1,2.0
7057,11,6,2019,20,0,0,4,5,0,2,1.3333333333333333,2,1.6666666666666667
7058,11,13,2019,21,1,18,16,6,2,4,1.3333333333333333,0,1.6666666666666667
7059,11,1,2019,23,0,32,16,6,2,2,2.6666666666666665,1,1.0
7060,11,20,2019,24,1,41,16,3,2,2,2.6666666666666665,1,1.0
7061,11,36,2019,25,0,24,16,2,1,2,2.6666666666666665,3,0.6666666666666666
7062,11,34,2019,26,1,18,16,5,2,3,2.0,0,1.6666666666666667
7063,11,12,2019,27,0,9,16,1,2,3,2.3333333333333335,2,1.3333333333333333
7064,11,28,2019,28,0,0,16,5,1,0,2.6666666666666665,3,1.6666666666666667
7065,11,24,2019,29,1,15,16,1,2,1,2.0,0,1.6666666666666667
7066,11,19,2019,30,0,0,4,2,1,3,1.3333333333333333,5,1.6666666666666667
7067,11,38,2019,31,1,41,4,6,2,2,1.3333333333333333,0,2.6666666666666665
7752,11,8,2020,0,0,6,11,0,2,3,2.0,1,1.6666666666666667
7753,11,19,2020,11,1,32,16,6,1,0,2.6666666666666665,2,2.0
7754,11,35,2020,22,0,15,12,5,0,3,1.6666666666666667,3,1.0
7755,11,12,2020,32,1,25,12,5,2,4,2.0,0,2.0
7756,11,29,2020,33,1,33,12,5,0,3,2.3333333333333335,3,1.6666666666666667
7757,11,21,2020,34,0,24,4,5,0,0,3.3333333333333335,0,2.0
7758,11,9,2020,35,0,9,16,5,2,3,2.3333333333333335,0,1.0
7759,11,28,2020,36,1,15,16,5,2,4,2.0,1,1.0
7760,11,23,2020,37,0,6,16,5,2,2,2.3333333333333335,0,0.3333333333333333
7761,11,33,2020,1,1,32,16,6,0,0,3.0,0,0.3333333333333333
7762,11,17,2020,2,1,18,16,5,2,3,2.0,1,0.3333333333333333
7763,11,13,2020,3,0,15,16,5,1,0,1.6666666666666667,1,0.3333333333333333
7764,11,38,2020,4,0,41,16,1,1,1,1.0,2,0.6666666666666666
7765,11,36,2020,5,1,5,16,0,2,3,1.3333333333333333,0,1.3333333333333333
7766,11,0,2020,6,0,25,16,5,1,1,1.3333333333333333,3,1.0
7767,11,1,2020,7,1,41,16,0,0,1,1.6666666666666667,1,1.6666666666666667
7768,11,20,2020,8,1,2,16,6,1,1,1.6666666666666667,3,1.3333333333333333
7769,11,14,2020,10,0,33,16,5,2,1,1.0,0,2.3333333333333335
7770,11,18,2020,9,0,6,12,1,1,0,1.0,2,1.3333333333333333
7771,11,38,2020,12,1,1,4,2,0,0,0.6666666666666666,0,1.6666666666666667
7772,11,9,2020,13,1,10,4,6,2,2,0.3333333333333333,0,0.6666666666666666
7773,11,33,2020,14,0,0,3,3,2,1,0.6666666666666666,0,0.6666666666666666
7774,11,28,2020,15,0,18,4,6,2,2,1.0,1,0.0
7775,11,23,2020,16,1,33,4,0,2,2,1.6666666666666667,0,0.3333333333333333
7776,11,29,2020,17,0,2,4,5,0,1,1.6666666666666667,1,0.3333333333333333
7777,11,21,2020,18,1,41,4,6,0,0,1.6666666666666667,0,0.6666666666666666
7778,11,19,2020,21,0,24,4,3,2,1,1.0,0,0.3333333333333333
7779,11,13,2020,19,1,9,4,0,2,2,0.6666666666666666,0,0.3333333333333333
7780,11,17,2020,20,0,18,12,5,0,0,1.0,0,0.0
7781,11,35,2020,23,1,9,4,5,1,2,1.0,5,0.0
7782,11,12,2020,24,0,25,4,5,2,4,1.3333333333333333,1,1.6666666666666667
7783,11,8,2020,25,1,41,4,1,0,0,2.0,0,2.0
7784,11,36,2020,26,0,5,4,5,2,1,2.0,0,2.0
7785,11,14,2020,27,1,18,7,5,2,2,1.6666666666666667,0,0.3333333333333333
7786,11,20,2020,28,0,2,4,5,2,2,1.0,1,0.0
7787,11,0,2020,29,1,0,4,2,1,0,1.6666666666666667,1,0.3333333333333333
7788,11,18,2020,30,1,27,4,1,2,2,1.3333333333333333,1,0.6666666666666666
7789,11,1,2020,31,0,41,4,6,1,1,1.3333333333333333,2,1.0
8550,11,12,2021,0,1,15,4,5,2,3,1.0,0,1.3333333333333333
8551,11,0,2021,11,0,32,4,6,2,2,2.0,0,1.0
8552,11,19,2021,22,0,2,4,5,0,1,2.0,1,0.6666666666666666
8553,11,1,2021,32,1,41,4,5,2,3,2.0,0,0.3333333333333333
8554,11,33,2021,33,0,32,4,6,2,3,2.0,0,0.3333333333333333
8555,11,20,2021,34,1,25,7,5,1,0,2.3333333333333335,1,0.3333333333333333
8556,11,29,2021,35,1,24,4,5,2,3,2.0,1,0.3333333333333333
8557,11,7,2021,36,0,2,7,5,2,1,2.0,0,0.6666666666666666
8558,11,24,2021,37,1,1,4,5,2,7,1.3333333333333333,0,0.6666666666666666
8559,11,23,2021,1,0,32,4,5,2,3,3.6666666666666665,0,0.3333333333333333
8560,11,9,2021,2,1,0,3,5,0,1,3.6666666666666665,1,0.0
8561,11,18,2021,3,0,32,4,5,2,3,3.6666666666666665,0,0.3333333333333333
8562,11,21,2021,4,1,2,4,6,0,1,2.3333333333333335,1,0.3333333333333333
8563,11,34,2021,5,0,9,4,2,2,2,1.6666666666666667,1,0.6666666666666666
8564,11,36,2021,6,0,0,4,5,1,2,2.0,3,0.6666666666666666
8565,11,17,2021,7,1,5,4,5,2,3,1.6666666666666667,2,1.6666666666666667
8566,11,13,2021,8,1,25,4,3,0,1,2.3333333333333335,1,2.0
8567,11,38,2021,9,0,9,4,6,0,0,2.0,0,2.0
8568,11,1,2021,10,0,24,4,6,2,3,1.3333333333333333,1,1.0
8569,11,8,2021,12,1,27,4,2,0,1,1.3333333333333333,1,0.6666666666666666
8570,11,19,2021,13,1,2,4,6,0,2,1.3333333333333333,2,0.6666666666666666
8571,11,20,2021,14,0,6,4,5,1,0,2.0,1,1.3333333333333333
8572,11,8,2021,16,0,18,11,1,0,1,1.0,1,1.3333333333333333
8573,11,33,2021,15,1,32,16,6,2,2,1.0,0,1.3333333333333333
8574,11,12,2021,18,0,9,16,5,2,1,1.0,0,0.6666666666666666
8575,11,9,2021,20,0,0,4,5,2,4,1.3333333333333333,0,0.3333333333333333
8576,11,24,2021,23,0,24,4,3,2,3,2.3333333333333335,1,0.0
8577,11,23,2021,21,1,9,16,6,2,1,2.6666666666666665,0,0.3333333333333333
8578,11,7,2021,24,1,1,16,5,1,1,2.6666666666666665,4,0.3333333333333333
8579,11,29,2021,25,0,18,3,5,2,6,1.6666666666666667,0,1.6666666666666667
8580,11,0,2021,17,1,15,3,2,1,2,2.6666666666666665,4,1.3333333333333333
8581,11,36,2021,27,1,25,3,6,2,1,3.0,0,2.6666666666666665
8582,11,21,2021,30,0,27,3,3,0,1,3.0,1,1.3333333333333333
8583,11,13,2021,28,0,18,3,6,1,0,1.3333333333333333,1,1.6666666666666667
8584,11,38,2021,29,1,33,3,5,0,2,0.6666666666666666,2,0.6666666666666666
8585,11,17,2021,26,0,2,4,2,2,3,1.0,0,1.3333333333333333
8586,11,18,2021,19,1,41,4,3,0,1,1.6666666666666667,1,1.0
8587,11,34,2021,31,1,27,4,6,2,2,2.0,1,1.0
9310,11,13,2022,0,0,6,4,5,2,1,2.0,0,0.6666666666666666
9311,11,33,2022,11,1,2,7,6,0,2,1.3333333333333333,2,0.6666666666666666
9312,11,17,2022,22,0,41,7,6,1,0,1.6666666666666667,3,1.0
9313,11,18,2022,32,1,32,18,5,2,2,1.0,1,1.6666666666666667
9314,11,29,2022,33,0,25,11,1,1,1,1.3333333333333333,2,2.0
9315,11,36,2022,34,1,1,0,5,2,2,1.0,1,2.0
9316,11,12,2022,37,0,5,11,5,2,2,1.6666666666666667,1,1.3333333333333333
9317,11,38,2022,1,1,40,12,5,2,3,1.6666666666666667,0,1.3333333333333333
9318,11,1,2022,2,0,37,4,6,2,2,2.3333333333333335,0,0.6666666666666666
9319,11,7,2022,3,0,12,6,2,0,0,2.3333333333333335,0,0.3333333333333333
