,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Ashley Barnes,10.0,eng ENG,FW,32-189,71,26,1,1,15,10,0,26,1,0,0.0,1,100.0,14,63,28,0,0,0,2,2,20,7
1,Erik Pieters,23.0,nl NED,LM,33-273,19,11,1,3,6,2,1,11,0,0,,0,,6,38,21,0,0,0,0,0,4,1
2,Wout Weghorst,9.0,nl NED,FW,29-273,90,43,1,5,17,21,7,43,0,0,,0,,24,92,16,0,0,0,4,1,30,10
3,Aaron Lennon,17.0,eng ENG,LM,35-021,65,17,1,3,8,6,1,17,0,0,,0,,11,70,31,1,0,0,0,0,12,3
4,Maxwel Cornet,20.0,ci CIV,"FW,LM",25-222,25,9,0,0,3,6,1,9,2,1,50.0,1,50.0,7,36,15,1,0,1,0,0,7,2
5,Josh Brownhill,8.0,eng ENG,CM,26-139,90,54,0,10,34,11,1,54,0,0,,0,,30,113,32,1,1,0,2,0,32,1
6,Jack Cork,4.0,eng ENG,CM,32-316,90,54,2,10,43,1,0,54,0,0,,0,,27,85,12,0,0,0,2,1,30,0
7,Dwight McNeil,11.0,eng ENG,RM,22-166,90,53,0,6,30,20,1,53,8,7,87.5,1,12.5,35,273,132,5,4,0,3,3,32,5
8,Charlie Taylor,3.0,eng ENG,LB,28-231,90,70,3,19,39,12,0,70,1,0,0.0,1,100.0,42,212,101,2,2,1,0,0,47,4
9,James Tarkowski,5.0,eng ENG,CB,29-169,46,34,2,15,19,1,1,34,0,0,,0,,21,92,43,0,0,0,0,0,23,0
10,Kevin Long,28.0,ie IRL,CB,31-262,44,25,4,14,11,0,0,25,0,0,,0,,14,61,21,0,0,0,0,0,15,0
11,Nathan Collins,22.0,ie IRL,CB,21-007,90,62,5,27,29,6,4,62,0,0,,0,,39,222,107,0,1,0,0,2,42,0
12,Connor Roberts,14.0,wls WAL,RB,26-226,90,75,1,15,46,14,2,75,0,0,,0,,48,302,199,4,2,1,1,0,51,6
13,Nick Pope,1.0,eng ENG,GK,30-018,90,30,19,29,1,0,0,30,0,0,,0,,15,92,81,0,0,0,0,0,9,0
14,14 Players,,,,,990,563,40,157,301,110,19,563,12,8,66.7,4,33.3,333,1751,839,14,10,3,14,9,354,39
