,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Dominic Solanke,9.0,eng ENG,FW,25-225,89,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,0
1,Kieffer Moore,21.0,wls WAL,FW,30-262,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
2,Ryan Christie,10.0,sct SCO,AM,28-064,90,2,1,0,2,0,0,1,0.0,1,0,0,0,0,2,2,0
3,Philip Billing,29.0,dk DEN,AM,26-320,89,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,4,0
4,Dango Ouattara,11.0,bf BFA,AM,21-075,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
5,Jefferson Lerma,8.0,co COL,CM,28-184,90,2,1,2,0,0,0,1,0.0,1,0,0,0,3,5,0,0
6,Joe Rothwell,14.0,eng ENG,CM,28-106,90,5,4,0,4,1,2,5,40.0,3,4,1,3,2,7,0,0
7,Matías Viña,18.0,uy URU,WB,25-169,90,2,0,0,2,0,1,5,20.0,4,3,0,3,0,2,6,0
8,Marcus Tavernier,16.0,eng ENG,WB,24-036,77,1,1,0,1,0,1,3,33.3,2,2,1,1,0,1,0,0
9,Adam Smith,15.0,eng ENG,WB,31-363,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
10,Lloyd Kelly,5.0,eng ENG,CB,24-203,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,0
11,Marcos Senesi,25.0,ar ARG,CB,25-352,67,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,2,0
12,Illia Zabarnyi,27.0,ua UKR,CB,20-238,23,1,1,1,0,0,0,0,,0,0,0,0,0,1,2,0
13,Chris Mepham,6.0,wls WAL,CB,25-173,90,7,3,6,1,0,4,7,57.1,3,0,0,0,0,7,5,0
14,Neto,13.0,br BRA,GK,33-282,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
15,15 Players,,,,,990,21,12,9,11,1,8,25,32.0,17,12,3,9,6,27,35,0
