,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Michail Antonio,9.0,jm JAM,FW,32-313,80,0,0,0,1,2,1,2,1,0,0,0,0,2,1,7,12.5
1,Danny Ings,18.0,eng ENG,FW,30-196,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
2,Saïd Benrahma,22.0,dz ALG,AM,27-178,73,0,0,0,1,0,1,2,1,0,0,0,0,5,0,1,0.0
3,Pablo Fornals,8.0,es ESP,AM,26-347,17,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
4,Jarrod Bowen,20.0,eng ENG,AM,26-046,90,0,0,0,1,1,0,4,0,0,0,0,0,7,1,4,20.0
5,Declan Rice,41.0,eng ENG,CM,24-021,90,0,0,0,2,0,0,2,3,2,0,0,0,12,1,0,100.0
6,Lucas Paquetá,11.0,br BRA,CM,25-161,73,0,0,0,0,3,0,1,2,0,0,0,0,5,1,0,100.0
7,Tomáš Souček,28.0,cz CZE,CM,27-342,17,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,75.0
8,Emerson Palmieri,33.0,it ITA,WB,28-185,90,0,0,0,3,3,0,0,2,1,0,0,0,5,1,1,50.0
9,Vladimír Coufal,5.0,cz CZE,WB,30-166,89,0,0,0,1,0,0,4,3,3,0,0,0,9,2,2,50.0
10,Flynn Downes,12.0,eng ENG,WB,24-015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,Nayef Aguerd,27.0,ma MAR,CB,26-311,90,1,0,0,1,0,0,0,2,3,0,0,0,2,3,1,75.0
12,Angelo Ogbonna,21.0,it ITA,CB,34-257,90,0,0,0,0,0,0,0,2,0,0,0,0,5,1,2,33.3
13,Thilo Kehrer,24.0,de GER,CB,26-136,45,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,
14,Ben Johnson,2.0,eng ENG,CB,23-011,45,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,100.0
15,Łukasz Fabiański,1.0,pl POL,GK,37-292,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,16 Players,,,,,990,1,0,0,13,10,2,15,17,11,0,0,0,58,15,20,42.9
