,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2021-08-14,15:00 ,Premier League,Matchweek 1,Sat,Away,L,0,3,Chelsea,0.2,0.7,38,"38,965",James McArthur,4-4-2,Jonathan Moss,https://fbref.com/en/matches/6f454493/Chelsea-Crystal-Palace-August-14-2021-Premier-League,
1,2021-08-21,15:00 ,Premier League,Matchweek 2,Sat,Home,D,0,0,Brentford,0.5,0.9,53,"23,091",James McArthur,4-3-3,Martin Atkinson,https://fbref.com/en/matches/c8945d11/Crystal-Palace-Brentford-August-21-2021-Premier-League,
3,2021-08-28,15:00 ,Premier League,Matchweek 3,Sat,Away,D,2,2,West Ham,1.1,1.3,53,"59,751",James McArthur,4-3-3,Stuart Attwell,https://fbref.com/en/matches/8e017435/West-Ham-United-Crystal-Palace-August-28-2021-Premier-League,
4,2021-09-11,12:30 ,Premier League,Matchweek 4,Sat,Home,W,3,0,Tottenham,2.1,0.1,62,"26,000",James McArthur,4-3-3,Jonathan Moss,https://fbref.com/en/matches/17e86f90/Crystal-Palace-Tottenham-Hotspur-September-11-2021-Premier-League,
5,2021-09-18,15:00 ,Premier League,Matchweek 5,Sat,Away,L,0,3,Liverpool,0.6,3.1,41,"52,000",James McArthur,4-3-3,Andy Madley,https://fbref.com/en/matches/59ef8c18/Liverpool-Crystal-Palace-September-18-2021-Premier-League,
6,2021-09-27,20:00 ,Premier League,Matchweek 6,Mon,Home,D,1,1,Brighton,1.4,0.8,47,"22,975",Luka Milivojević,4-3-3,Andre Marriner,https://fbref.com/en/matches/3d7659fc/Crystal-Palace-Brighton-and-Hove-Albion-September-27-2021-Premier-League,
7,2021-10-03,14:00 ,Premier League,Matchweek 7,Sun,Home,D,2,2,Leicester City,1.5,1.2,60,"25,000",Luka Milivojević,4-3-3,Anthony Taylor,https://fbref.com/en/matches/b06fd537/Crystal-Palace-Leicester-City-October-3-2021-Premier-League,
8,2021-10-18,20:00 ,Premier League,Matchweek 8,Mon,Away,D,2,2,Arsenal,0.7,1.7,46,"59,475",Luka Milivojević,4-2-3-1,Mike Dean,https://fbref.com/en/matches/0f3a1892/Arsenal-Crystal-Palace-October-18-2021-Premier-League,
9,2021-10-23,15:00 ,Premier League,Matchweek 9,Sat,Home,D,1,1,Newcastle Utd,1.9,0.3,74,"24,609",Luka Milivojević,4-3-3,Darren England,https://fbref.com/en/matches/4d1b6f6f/Crystal-Palace-Newcastle-United-October-23-2021-Premier-League,
10,2021-10-30,15:00 ,Premier League,Matchweek 10,Sat,Away,W,2,0,Manchester City,0.7,0.7,32,"53,014",James McArthur,4-3-3,Andre Marriner,https://fbref.com/en/matches/eb6c294f/Manchester-City-Crystal-Palace-October-30-2021-Premier-League,
11,2021-11-06,15:00 ,Premier League,Matchweek 11,Sat,Home,W,2,0,Wolves,1.9,0.3,60,"24,390",James McArthur,4-3-3,Graham Scott,https://fbref.com/en/matches/3a2fff4d/Crystal-Palace-Wolverhampton-Wanderers-November-6-2021-Premier-League,
12,2021-11-20,15:00 ,Premier League,Matchweek 12,Sat,Away,D,3,3,Burnley,1.9,1.5,60,"18,028",Luka Milivojević,4-3-3,Simon Hooper,https://fbref.com/en/matches/e7ab34c4/Burnley-Crystal-Palace-November-20-2021-Premier-League,
13,2021-11-27,15:00 ,Premier League,Matchweek 13,Sat,Home,L,1,2,Aston Villa,1.0,0.5,64,"25,203",Luka Milivojević,4-2-3-1,Michael Salisbury,https://fbref.com/en/matches/4a7a9e3b/Crystal-Palace-Aston-Villa-November-27-2021-Premier-League,
14,2021-11-30,20:15 ,Premier League,Matchweek 14,Tue,Away,L,0,1,Leeds United,1.1,1.4,39,"35,558",Joel Ward,4-3-3,Kevin Friend,https://fbref.com/en/matches/b0ab4044/Leeds-United-Crystal-Palace-November-30-2021-Premier-League,
15,2021-12-05,14:00 ,Premier League,Matchweek 15,Sun,Away,L,0,1,Manchester Utd,0.5,0.9,39,"73,172",Wilfried Zaha,4-3-3,Craig Pawson,https://fbref.com/en/matches/8d10c8d4/Manchester-United-Crystal-Palace-December-5-2021-Premier-League,
16,2021-12-12,16:30 ,Premier League,Matchweek 16,Sun,Home,W,3,1,Everton,1.8,1.0,61,"24,066",Joel Ward,4-3-3,Andy Madley,https://fbref.com/en/matches/02abf29a/Crystal-Palace-Everton-December-12-2021-Premier-League,
17,2021-12-15,19:30 ,Premier League,Matchweek 17,Wed,Home,D,2,2,Southampton,1.2,0.6,59,"22,861",Joel Ward,4-3-3,Simon Hooper,https://fbref.com/en/matches/9ebb60f0/Crystal-Palace-Southampton-December-15-2021-Premier-League,
