,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Glenn Murray,17.0,eng ENG,FW,35-070,34,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,66.7
1,Florin Andone,10.0,ro ROU,FW,25-237,56,0,0,0,1,3,0,0,0,1,0,0,0,9,2,4,33.3
2,José Izquierdo,19.0,co COL,"LW,LM",26-150,48,0,0,0,1,1,0,0,0,0,1,0,0,3,0,1,0.0
3,Anthony Knockaert,11.0,fr FRA,LM,27-014,42,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,
4,Solly March,20.0,eng ENG,"RM,RW",24-137,90,0,0,0,2,4,0,5,2,3,0,0,0,7,1,1,50.0
5,Yves Bissouma,8.0,ml MLI,"CM,LM",22-096,90,1,0,0,2,1,0,0,1,2,0,0,0,4,2,2,50.0
6,Davy Pröpper,24.0,nl NED,CM,27-093,90,0,0,0,1,0,0,0,8,0,0,0,0,6,1,1,50.0
7,Pascal Groß,13.0,de GER,RM,27-172,30,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,
8,Leon Balogun,14.0,ng NGA,CB,30-159,60,0,0,0,1,0,0,0,1,2,0,1,0,4,1,1,50.0
9,Bernardo,30.0,br BRA,LB,23-204,90,1,0,0,1,2,0,1,2,1,0,0,0,3,1,2,33.3
10,Lewis Dunk,5.0,eng ENG,CB,27-013,90,0,0,0,1,0,0,0,1,0,0,0,0,2,2,3,40.0
11,Shane Duffy,4.0,ie IRL,CB,26-337,27,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,100.0
12,Martín Montoya,22.0,es ESP,RB,27-234,90,0,0,0,2,1,0,1,1,4,0,0,0,5,1,0,100.0
13,Mathew Ryan,1.0,au AUS,GK,26-240,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14 Players,,,,,927,2,1,0,14,12,0,12,16,15,1,1,0,49,14,16,46.7
