,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Glenn Murray,17.0,eng ENG,FW,35-070,34,11,0,0,5,6,2,10,0,0,,0,,8,34,4,0,0,0,0,1,11,4
1,Florin Andone,10.0,ro ROU,FW,25-237,56,31,1,12,13,9,3,31,4,1,25.0,3,75.0,19,151,30,1,3,2,8,5,13,1
2,José Izquierdo,19.0,co COL,"LW,LM",26-150,48,18,0,3,6,9,3,18,0,0,,0,,12,70,26,2,1,2,2,2,11,5
3,Anthony Knockaert,11.0,fr FRA,LM,27-014,42,12,0,5,5,3,0,12,3,2,66.7,1,33.3,6,55,44,1,0,0,2,0,5,1
4,Solly March,20.0,eng ENG,"RM,RW",24-137,90,42,3,12,14,16,0,42,1,0,0.0,1,100.0,22,168,54,1,1,0,1,0,19,6
5,Yves Bissouma,8.0,ml MLI,"CM,LM",22-096,90,46,3,20,19,8,0,46,1,1,100.0,0,0.0,13,70,31,1,0,0,2,1,17,2
6,Davy Pröpper,24.0,nl NED,CM,27-093,90,52,4,19,28,6,1,52,2,1,50.0,1,50.0,28,164,44,1,2,0,1,0,26,0
7,Pascal Groß,13.0,de GER,RM,27-172,30,23,0,2,13,8,1,23,1,1,100.0,0,0.0,14,71,26,0,2,0,1,0,18,5
8,Leon Balogun,14.0,ng NGA,CB,30-159,60,19,4,15,2,2,2,19,0,0,,0,,3,20,6,0,0,0,2,0,1,0
9,Bernardo,30.0,br BRA,LB,23-204,90,57,4,17,26,14,0,57,2,1,50.0,1,50.0,23,122,78,2,0,0,1,1,24,1
10,Lewis Dunk,5.0,eng ENG,CB,27-013,90,43,14,22,20,1,1,43,0,0,,0,,14,76,40,1,0,0,0,0,18,0
11,Shane Duffy,4.0,ie IRL,CB,26-337,27,20,2,8,10,2,0,20,0,0,,0,,8,35,17,0,0,0,1,0,12,0
12,Martín Montoya,22.0,es ESP,RB,27-234,90,53,5,16,30,7,0,53,0,0,,0,,21,91,39,0,0,0,2,0,24,0
13,Mathew Ryan,1.0,au AUS,GK,26-240,90,27,23,27,0,0,0,27,0,0,,0,,9,119,98,0,0,0,0,0,4,0
14,14 Players,,,,,927,454,63,178,191,91,13,453,14,7,50.0,7,50.0,200,1246,537,10,9,4,23,10,203,25
