,num,joueur
0,,Pajtim Kasami
1,,Steve Sidwell
2,,Kieran Richardson
3,,Alexander Kačaniklić
4,,Brede Hangeland
5,,Scott Parker
6,,Sascha Riether
7,,Damien Duff
8,,Fernando Amorebieta
9,,
10,,Neil Etheridge
