,num,joueur
0,1,Jonas Lössl
1,5,Terence Kongolo
2,8,Philip Billing
3,9,Elias Kachunga
4,10,Aaron Mooy
5,15,Chris Löwe
6,17,Rajiv van La Parra
7,24,Steve Mounié
8,25,Mathias Jørgensen
9,26,Christopher Schindler
10,33,Florent Hadergjonaj
