,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Patson Daka,20.0,zm ZAM,FW,24-082,14,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
1,Jamie Vardy,9.0,eng ENG,FW,35-353,76,7,7,0,0,1,0,0,0,0,0,0,0,5,0,0
2,Harvey Barnes,7.0,eng ENG,LW,25-021,90,15,15,0,0,0,1,0,0,0,0,0,0,12,0,1
3,Ayoze Pérez,17.0,es ESP,RW,29-154,70,32,28,4,0,1,0,6,0,4,1,3,0,19,0,1
4,Kelechi Iheanacho,14.0,ng NGA,RW,26-088,20,5,5,0,0,0,0,0,0,0,0,0,0,2,0,1
5,Kiernan Dewsbury-Hall,22.0,eng ENG,AM,24-115,90,45,41,1,1,3,0,2,0,0,0,0,0,33,3,4
6,Boubakary Soumaré,42.0,fr FRA,DM,23-306,90,68,68,0,0,0,0,0,0,0,0,0,0,58,0,1
7,Wilfred Ndidi,25.0,ng NGA,DM,26-014,58,24,20,4,1,0,0,0,0,0,0,0,0,23,0,0
8,Youri Tielemans,8.0,be BEL,DM,25-237,32,28,26,2,1,0,1,1,0,1,0,1,0,19,0,0
9,Luke Thomas,33.0,eng ENG,LB,21-203,90,73,59,13,3,1,1,0,10,0,0,0,0,58,1,2
10,Wout Faes,3.0,be BEL,CB,24-271,90,57,56,1,1,0,0,0,0,0,0,0,0,46,0,0
11,Daniel Amartey,18.0,gh GHA,CB,28-009,90,37,36,1,1,0,0,0,0,0,0,0,0,33,0,0
12,Timothy Castagne,27.0,be BEL,RB,27-025,90,50,45,4,0,1,0,1,4,0,0,0,0,39,1,2
13,Danny Ward,1.0,wls WAL,GK,29-191,90,43,29,14,2,0,0,0,0,0,0,0,0,30,0,0
14,14 Players,,,,,990,487,438,44,10,7,3,10,14,5,1,4,0,379,5,12
