,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Teemu Pukki,22.0,fi FIN,FW,32-040,90,23,0,0,12,11,3,23,0,0,,0,,10,68,42,3,0,0,0,0,12,6
1,Milot Rashica,17.0,xk KVX,LW,25-314,45,20,0,4,6,10,1,20,1,0,0.0,1,100.0,13,106,59,2,0,1,1,0,12,2
2,Tony Springett,45.0,ie IRL,LW,19-228,45,20,1,5,10,6,3,20,0,0,,0,,16,117,83,2,0,3,0,2,17,4
3,Kieran Dowell,10.0,eng ENG,RW,24-210,70,31,0,3,8,20,1,31,2,2,100.0,0,0.0,16,128,63,3,0,1,0,2,20,4
4,Przemysław Płacheta,11.0,pl POL,RW,24-046,20,10,0,2,3,5,2,10,1,1,100.0,0,0.0,9,97,68,4,2,1,1,0,9,2
5,Pierre Lees-Melou,20.0,fr FRA,AM,28-348,45,28,1,4,11,14,1,28,0,0,,0,,18,76,44,1,2,0,0,1,19,6
6,Lukas Rupp,7.0,de GER,AM,31-120,45,20,0,2,12,7,0,20,4,4,100.0,0,0.0,14,75,49,2,0,0,1,3,15,2
7,Jakob Sørensen,19.0,dk DEN,DM,24-066,90,58,2,13,37,8,1,58,0,0,,0,,35,229,103,1,1,0,0,1,44,0
8,Billy Gilmour,8.0,sct SCO,DM,20-331,90,62,0,10,36,19,1,62,2,2,100.0,0,0.0,47,341,166,3,3,0,2,1,51,1
9,Brandon Williams,21.0,eng ENG,LB,21-247,90,46,2,17,25,4,0,46,0,0,,0,,32,246,153,5,2,0,1,0,37,0
10,Sam Byram,3.0,eng ENG,CB,28-234,90,54,11,30,23,1,1,54,0,0,,0,,28,130,26,0,0,0,0,1,27,0
11,Grant Hanley,5.0,sct SCO,CB,30-169,90,46,12,29,15,2,2,46,0,0,,0,,27,105,74,0,0,0,0,0,31,0
12,Max Aarons,2.0,eng ENG,RB,22-124,90,47,3,21,15,12,0,47,0,0,,0,,25,203,124,1,2,0,1,0,23,1
13,Tim Krul,1.0,nl NED,GK,34-035,90,33,26,32,1,0,0,33,0,0,,0,,20,49,27,0,0,0,1,0,20,0
14,14 Players,,,,,990,498,58,172,214,119,16,498,10,9,90.0,1,10.0,310,1970,1081,27,12,6,8,11,337,28
