,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
1,2017-08-12,15:00 ,Premier League,Matchweek 1,Sat,Home,L,2,3,Burnley,1.5,0.6,62,"41,616",Gary Cahill,3-4-3,Craig Pawson,https://fbref.com/en/matches/71b00bca/Chelsea-Burnley-August-12-2017-Premier-League,
2,2017-08-20,16:00 ,Premier League,Matchweek 2,Sun,Away,W,2,1,Tottenham,0.7,0.7,32,"73,587",César Azpilicueta,3-5-1-1,Anthony Taylor,https://fbref.com/en/matches/1bf15b95/Tottenham-Hotspur-Chelsea-August-20-2017-Premier-League,
3,2017-08-27,13:30 ,Premier League,Matchweek 3,Sun,Home,W,2,0,Everton,1.0,0.4,57,"41,382",César Azpilicueta,3-4-3,Jonathan Moss,https://fbref.com/en/matches/5a276f0b/Chelsea-Everton-August-27-2017-Premier-League,
4,2017-09-09,15:00 ,Premier League,Matchweek 4,Sat,Away,W,2,1,Leicester City,0.8,1.4,59,"30,923",César Azpilicueta,3-4-3,Lee Mason,https://fbref.com/en/matches/733dcf07/Leicester-City-Chelsea-September-9-2017-Premier-League,
6,2017-09-17,13:30 ,Premier League,Matchweek 5,Sun,Home,D,0,0,Arsenal,0.8,1.4,51,"41,478",Gary Cahill,3-4-3,Michael Oliver,https://fbref.com/en/matches/b015cd93/North-West-London-Derby-Chelsea-Arsenal-September-17-2017-Premier-League,
8,2017-09-23,15:00 ,Premier League,Matchweek 6,Sat,Away,W,4,0,Stoke City,1.4,0.8,55,"29,661",César Azpilicueta,3-4-3,Mike Dean,https://fbref.com/en/matches/3d438a3e/Stoke-City-Chelsea-September-23-2017-Premier-League,
10,2017-09-30,17:30 ,Premier League,Matchweek 7,Sat,Home,L,0,1,Manchester City,0.5,0.9,39,"41,530",Gary Cahill,3-5-1-1,Martin Atkinson,https://fbref.com/en/matches/9ebfd27b/Chelsea-Manchester-City-September-30-2017-Premier-League,
11,2017-10-14,15:00 ,Premier League,Matchweek 8,Sat,Away,L,1,2,Crystal Palace,0.8,1.7,57,"25,480",Gary Cahill,3-4-3,Andre Marriner,https://fbref.com/en/matches/70d64db2/Crystal-Palace-Chelsea-October-14-2017-Premier-League,
13,2017-10-21,12:30 ,Premier League,Matchweek 9,Sat,Home,W,4,2,Watford,1.9,1.9,52,"41,467",Gary Cahill,3-4-3,Jonathan Moss,https://fbref.com/en/matches/048d192d/Chelsea-Watford-October-21-2017-Premier-League,
15,2017-10-28,17:30 ,Premier League,Matchweek 10,Sat,Away,W,1,0,Bournemouth,1.6,0.5,58,"10,998",César Azpilicueta,3-4-3,Craig Pawson,https://fbref.com/en/matches/6eb8787a/Bournemouth-Chelsea-October-28-2017-Premier-League,
