,num,joueur
0,,James Collins
1,,Stephen Ireland
2,,Marc Albrighton
3,,Jonathan Hogg
4,,Richard Dunne
5,,Luke Young
6,,Ciaran Clark
7,,Stephen Warnock
8,,Stewart Downing
9,,
10,,Brad Guzan
