,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
1,2016-08-13,12:30 ,Premier League,Matchweek 1,Sat,Away,L,1,2,Hull City,50,"21,037",Wes Morgan,4-4-2,Mike Dean,https://fbref.com/en/matches/78c3fc92/Hull-City-Leicester-City-August-13-2016-Premier-League,
2,2016-08-20,17:30 ,Premier League,Matchweek 2,Sat,Home,D,0,0,Arsenal,40,"32,008",Wes Morgan,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/7dcbb8b3/Leicester-City-Arsenal-August-20-2016-Premier-League,
3,2016-08-27,15:00 ,Premier League,Matchweek 3,Sat,Home,W,2,1,Swansea City,52,"31,727",Wes Morgan,4-4-2,Roger East,https://fbref.com/en/matches/f6b78ab8/Leicester-City-Swansea-City-August-27-2016-Premier-League,
4,2016-09-10,17:30 ,Premier League,Matchweek 4,Sat,Away,L,1,4,Liverpool,38,"51,232",Wes Morgan,4-4-2,Craig Pawson,https://fbref.com/en/matches/2fa09296/Liverpool-Leicester-City-September-10-2016-Premier-League,
6,2016-09-17,15:00 ,Premier League,Matchweek 5,Sat,Home,W,3,0,Burnley,59,"31,916",Wes Morgan,4-4-2,Anthony Taylor,https://fbref.com/en/matches/9b325ce3/Leicester-City-Burnley-September-17-2016-Premier-League,
8,2016-09-24,12:30 ,Premier League,Matchweek 6,Sat,Away,L,1,4,Manchester Utd,33,"75,256",Wes Morgan,4-4-2,Mike Dean,https://fbref.com/en/matches/dee23b07/Manchester-United-Leicester-City-September-24-2016-Premier-League,
10,2016-10-02,14:15 ,Premier League,Matchweek 7,Sun,Home,D,0,0,Southampton,38,"31,563",Kasper Schmeichel,4-4-2,Martin Atkinson,https://fbref.com/en/matches/6f257ae6/Leicester-City-Southampton-October-2-2016-Premier-League,
11,2016-10-15,12:30 ,Premier League,Matchweek 8,Sat,Away,L,0,3,Chelsea,45,"41,547",Wes Morgan,4-4-2,Andre Marriner,https://fbref.com/en/matches/e86f5c45/Chelsea-Leicester-City-October-15-2016-Premier-League,
13,2016-10-22,15:00 ,Premier League,Matchweek 9,Sat,Home,W,3,1,Crystal Palace,45,"31,969",Wes Morgan,4-4-2,Michael Oliver,https://fbref.com/en/matches/1242968f/Leicester-City-Crystal-Palace-October-22-2016-Premier-League,
14,2016-10-29,15:00 ,Premier League,Matchweek 10,Sat,Away,D,1,1,Tottenham,36,"31,868",Wes Morgan,4-4-2,Robert Madley,https://fbref.com/en/matches/d2cfe4bc/Tottenham-Hotspur-Leicester-City-October-29-2016-Premier-League,
16,2016-11-06,16:30 ,Premier League,Matchweek 11,Sun,Home,L,1,2,West Brom,59,"31,879",Wes Morgan,4-4-2,Craig Pawson,https://fbref.com/en/matches/a73d5c6b/Leicester-City-West-Bromwich-Albion-November-6-2016-Premier-League,
17,2016-11-19,15:00 ,Premier League,Matchweek 12,Sat,Away,L,1,2,Watford,54,"20,640",Wes Morgan,4-4-2,Niel Swarbrick,https://fbref.com/en/matches/c0b3861d/Watford-Leicester-City-November-19-2016-Premier-League,
19,2016-11-26,15:00 ,Premier League,Matchweek 13,Sat,Home,D,2,2,Middlesbrough,41,"32,058",Wes Morgan,4-4-2,Lee Mason,https://fbref.com/en/matches/3c659490/Leicester-City-Middlesbrough-November-26-2016-Premier-League,
20,2016-12-03,15:00 ,Premier League,Matchweek 14,Sat,Away,L,1,2,Sunderland,47,"39,725",Wes Morgan,4-4-2,Andre Marriner,https://fbref.com/en/matches/d86fac52/Sunderland-Leicester-City-December-3-2016-Premier-League,
22,2016-12-10,17:30 ,Premier League,Matchweek 15,Sat,Home,W,4,2,Manchester City,22,"31,966",Wes Morgan,4-4-2,Michael Oliver,https://fbref.com/en/matches/4a664930/Leicester-City-Manchester-City-December-10-2016-Premier-League,
23,2016-12-13,19:45 ,Premier League,Matchweek 16,Tue,Away,L,0,1,Bournemouth,37,"11,068",Wes Morgan,4-4-2,Paul Tierney,https://fbref.com/en/matches/897b5086/Bournemouth-Leicester-City-December-13-2016-Premier-League,
24,2016-12-17,15:00 ,Premier League,Matchweek 17,Sat,Away,D,2,2,Stoke City,35,"27,663",Wes Morgan,4-4-2,Craig Pawson,https://fbref.com/en/matches/5b8aee09/Stoke-City-Leicester-City-December-17-2016-Premier-League,
25,2016-12-26,15:00 ,Premier League,Matchweek 18,Mon,Home,L,0,2,Everton,42,"31,985",Wes Morgan,4-4-2,Stuart Attwell,https://fbref.com/en/matches/8bb3f3c2/Leicester-City-Everton-December-26-2016-Premier-League,
26,2016-12-31,15:00 ,Premier League,Matchweek 19,Sat,Home,W,1,0,West Ham,40,"32,060",Wes Morgan,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/1b6ab29d/Leicester-City-West-Ham-United-December-31-2016-Premier-League,
27,2017-01-02,12:30 ,Premier League,Matchweek 20,Mon,Away,D,0,0,Middlesbrough,37,"32,437",Wes Morgan,4-1-2-1-2◆,Robert Madley,https://fbref.com/en/matches/19eeeebf/Middlesbrough-Leicester-City-January-2-2017-Premier-League,
29,2017-01-14,17:30 ,Premier League,Matchweek 21,Sat,Home,L,0,3,Chelsea,35,"32,066",Wes Morgan,3-5-2,Andre Marriner,https://fbref.com/en/matches/ddf67e77/Leicester-City-Chelsea-January-14-2017-Premier-League,
30,2017-01-22,12:00 ,Premier League,Matchweek 22,Sun,Away,L,0,3,Southampton,40,"30,548",Wes Morgan,4-1-2-1-2◆,Michael Oliver,https://fbref.com/en/matches/10bfa507/Southampton-Leicester-City-January-22-2017-Premier-League,
32,2017-01-31,19:45 ,Premier League,Matchweek 23,Tue,Away,L,0,1,Burnley,41,"19,202",Wes Morgan,4-4-2,Mike Dean,https://fbref.com/en/matches/84395e89/Burnley-Leicester-City-January-31-2017-Premier-League,
33,2017-02-05,16:00 ,Premier League,Matchweek 24,Sun,Home,L,0,3,Manchester Utd,32,"32,072",Wes Morgan,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/08425a34/Leicester-City-Manchester-United-February-5-2017-Premier-League,
35,2017-02-12,16:00 ,Premier League,Matchweek 25,Sun,Away,L,0,2,Swansea City,51,"20,391",Wes Morgan,4-4-2,Jonathan Moss,https://fbref.com/en/matches/0a0a4140/Swansea-City-Leicester-City-February-12-2017-Premier-League,
38,2017-02-27,20:00 ,Premier League,Matchweek 26,Mon,Home,W,3,1,Liverpool,31,"32,034",Wes Morgan,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/c732ae0e/Leicester-City-Liverpool-February-27-2017-Premier-League,
39,2017-03-04,15:00 ,Premier League,Matchweek 27,Sat,Home,W,3,1,Hull City,50,"31,971",Wes Morgan,4-2-3-1,Mike Dean,https://fbref.com/en/matches/b02df7fd/Leicester-City-Hull-City-March-4-2017-Premier-League,
41,2017-03-18,15:00 ,Premier League,Matchweek 29,Sat,Away,W,3,2,West Ham,41,"56,979",Kasper Schmeichel,4-4-2,Roger East,https://fbref.com/en/matches/78912438/West-Ham-United-Leicester-City-March-18-2017-Premier-League,
42,2017-04-01,15:00 ,Premier League,Matchweek 30,Sat,Home,W,2,0,Stoke City,48,"31,958",Kasper Schmeichel,4-4-1-1,Lee Mason,https://fbref.com/en/matches/6a26d075/Leicester-City-Stoke-City-April-1-2017-Premier-League,
43,2017-04-04,19:45 ,Premier League,Matchweek 31,Tue,Home,W,2,0,Sunderland,54,"31,757",Kasper Schmeichel,4-4-2,Graham Scott,https://fbref.com/en/matches/490bad74/Leicester-City-Sunderland-April-4-2017-Premier-League,
44,2017-04-09,16:00 ,Premier League,Matchweek 32,Sun,Away,L,2,4,Everton,40,"39,573",Kasper Schmeichel,4-4-2,Robert Madley,https://fbref.com/en/matches/7401712b/Everton-Leicester-City-April-9-2017-Premier-League,
46,2017-04-15,15:00 ,Premier League,Matchweek 33,Sat,Away,D,2,2,Crystal Palace,42,"25,504",Kasper Schmeichel,4-4-2,Mike Dean,https://fbref.com/en/matches/1462a754/Crystal-Palace-Leicester-City-April-15-2017-Premier-League,
48,2017-04-26,19:45 ,Premier League,Matchweek 28,Wed,Away,L,0,1,Arsenal,31,"59,829",Kasper Schmeichel,4-4-2,Mike Jones,https://fbref.com/en/matches/d0129267/Arsenal-Leicester-City-April-26-2017-Premier-League,
49,2017-04-29,15:00 ,Premier League,Matchweek 35,Sat,Away,W,1,0,West Brom,45,"24,611",Kasper Schmeichel,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/623b405f/West-Bromwich-Albion-Leicester-City-April-29-2017-Premier-League,
50,2017-05-06,15:00 ,Premier League,Matchweek 36,Sat,Home,W,3,0,Watford,42,"31,628",Kasper Schmeichel,4-4-2,Roger East,https://fbref.com/en/matches/c2b30d93/Leicester-City-Watford-May-6-2017-Premier-League,
51,2017-05-13,12:30 ,Premier League,Matchweek 37,Sat,Away,L,1,2,Manchester City,34,"54,407",Kasper Schmeichel,4-4-2,Robert Madley,https://fbref.com/en/matches/63c6a74f/Manchester-City-Leicester-City-May-13-2017-Premier-League,
52,2017-05-18,19:45 ,Premier League,Matchweek 34,Thu,Home,L,1,6,Tottenham,37,"31,351",Kasper Schmeichel,4-4-2,Michael Oliver,https://fbref.com/en/matches/770b5cd3/Leicester-City-Tottenham-Hotspur-May-18-2017-Premier-League,
53,2017-05-21,15:00 ,Premier League,Matchweek 38,Sun,Home,D,1,1,Bournemouth,49,"32,000",Kasper Schmeichel,4-4-2,Lee Mason,https://fbref.com/en/matches/eea3791c/Leicester-City-Bournemouth-May-21-2017-Premier-League,
