,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Odsonne Édouard,22.0,fr FRA,FW,25-089,73,7,14,50.0,64,12,3,7,42.9,2,4,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
1,Will Hughes,19.0,eng ENG,RM,27-363,17,6,10,60.0,86,25,4,5,80.0,2,3,66.7,0,0,,0,0.0,0.0,0,1,0,0,1
2,Jordan Ayew,9.0,gh GHA,"LW,FW",31-216,89,24,31,77.4,280,42,16,18,88.9,8,10,80.0,0,0,,0,0.0,0.0,0,0,2,0,3
3,Jean-Philippe Mateta,14.0,fr FRA,FW,25-291,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
4,Michael Olise,7.0,fr FRA,RW,21-124,90,25,36,69.4,477,173,11,14,78.6,10,10,100.0,4,10,40.0,0,0.3,0.1,1,2,6,0,8
5,Jeffrey Schlupp,15.0,gh GHA,LM,30-113,84,14,22,63.6,197,51,9,10,90.0,5,8,62.5,0,3,0.0,0,0.0,0.1,0,2,0,0,2
6,Albert Sambi Lokonga,8.0,be BEL,LM,23-175,6,6,6,100.0,111,30,3,3,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0
7,Cheick Doucouré,28.0,ml MLI,CM,23-097,84,24,30,80.0,354,68,14,15,93.3,9,11,81.8,1,3,33.3,1,0.0,0.0,1,1,0,0,1
8,Luka Milivojević,4.0,rs SRB,CM,32-008,6,2,3,66.7,44,28,0,1,0.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,1
9,Eberechi Eze,10.0,eng ENG,"RM,LW",24-290,90,23,30,76.7,375,99,11,16,68.8,9,10,90.0,2,2,100.0,0,0.0,0.1,0,4,2,0,6
10,Tyrick Mitchell,3.0,eng ENG,LB,23-226,90,30,37,81.1,468,199,12,15,80.0,18,20,90.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1
11,Marc Guéhi,6.0,eng ENG,CB,22-276,89,34,41,82.9,775,210,7,7,100.0,20,22,90.9,7,12,58.3,0,0.0,0.0,0,2,0,0,0
12,James Tomkins,5.0,eng ENG,CB,34-017,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
13,Joachim Andersen,16.0,dk DEN,CB,26-319,90,35,47,74.5,758,316,7,8,87.5,20,23,87.0,8,16,50.0,0,0.0,0.0,0,0,0,0,0
14,Joel Ward,2.0,eng ENG,RB,33-168,90,29,41,70.7,474,270,12,18,66.7,16,19,84.2,0,3,0.0,0,0.0,0.0,0,3,0,0,3
15,Sam Johnstone,21.0,eng ENG,GK,30-021,90,28,41,68.3,835,528,3,3,100.0,12,12,100.0,13,26,50.0,0,0.0,0.0,0,0,0,0,0
16,16 Players,,,,,990,287,389,73.8,5298,2051,112,140,80.0,135,156,86.5,36,77,46.8,1,0.3,0.3,2,17,10,0,26
