,num,joueur
0,1,Alisson
1,4,Virgil van Dijk
2,7,James Milner
3,8,Naby Keïta
4,11,Mohamed Salah
5,14,Jordan Henderson
6,18,Cody Gakpo
7,20,Diogo Jota
8,26,Andrew Robertson
9,32,Joël Matip
10,66,Trent Alexander-Arnold
