,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Cristiano Ronaldo,7.0,pt POR,FW,36-274,90,0,0,0,0,1,1,1,0,24,0,0,0,0.1,0.1,0.0,2,0,16,19,84.2,0,11,1,1,0
1,Mason Greenwood,11.0,eng ENG,"FW,RW",20-036,66,0,0,0,0,2,0,0,0,26,1,0,0,0.8,0.8,0.0,0,0,14,16,87.5,1,14,1,2,0
2,Marcus Rashford,10.0,eng ENG,RW,24-006,24,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,6,66.7,0,3,0,0,0
3,Fred,17.0,br BRA,"CM,DM",28-246,79,0,0,0,0,0,0,0,0,52,1,0,4,0.0,0.0,0.0,1,0,38,46,82.6,3,19,0,0,0
4,Donny van de Beek,34.0,nl NED,DM,24-202,11,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,0
5,Scott McTominay,39.0,sct SCO,"DM,CM",24-333,90,0,0,0,0,0,0,0,0,42,1,3,0,0.0,0.0,0.0,0,0,29,33,87.9,2,22,0,1,1
6,Bruno Fernandes,18.0,pt POR,"AM,CM",27-059,90,0,0,0,0,1,0,0,0,47,5,0,0,0.0,0.0,0.0,1,0,27,38,71.1,1,25,0,0,0
7,Luke Shaw,23.0,eng ENG,"WB,LB",26-117,72,0,0,0,0,0,0,0,0,48,1,0,2,0.0,0.0,0.2,2,0,32,43,74.4,2,11,0,0,0
8,Alex Telles,27.0,br BRA,LB,28-326,18,0,0,0,0,0,0,0,0,16,4,0,0,0.0,0.0,0.0,0,0,6,10,60.0,0,3,0,0,0
9,Aaron Wan-Bissaka,29.0,eng ENG,"RB,WB",23-345,90,0,0,0,0,0,0,0,0,47,2,1,0,0.0,0.0,0.0,1,0,28,38,73.7,2,14,1,2,1
10,Harry Maguire,5.0,eng ENG,CB,28-246,90,0,0,0,0,1,0,0,0,66,2,2,1,0.1,0.1,0.0,0,0,51,59,86.4,3,38,1,0,0
11,Victor Lindelöf,2.0,se SWE,CB,27-112,90,0,0,0,0,0,0,0,0,69,0,0,1,0.0,0.0,0.0,0,0,54,59,91.5,2,38,0,0,0
12,Eric Bailly,3.0,ci CIV,CB,27-208,45,0,0,0,0,0,0,0,0,28,1,0,0,0.0,0.0,0.0,0,0,16,22,72.7,2,15,1,1,0
13,Jadon Sancho,25.0,eng ENG,LW,21-226,45,0,0,0,0,0,0,0,0,23,0,0,1,0.0,0.0,0.0,0,0,15,18,83.3,0,11,1,3,2
14,David de Gea,1.0,es ESP,GK,30-364,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,11,20,55.0,0,6,0,0,0
15,15 Players,,,,,990,0,0,0,0,5,1,1,0,526,18,6,10,1.0,1.0,0.2,7,0,342,429,79.7,18,231,6,10,4
