,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Marouane Chamakh,,ma MAR,FW,26-328,90,0,0,0,,,,0,0,,,,,,,0,,
1,Andrey Arshavin,,ru RUS,"FW,MF",29-189,90,0,1,0,,,,0,0,,,,,,,0,,
2,Samir Nasri,,fr FRA,"FW,MF",23-161,90,2,0,0,,,,0,0,,,,,,,0,,
3,Tomáš Rosický,,cz CZE,MF,30-061,62,0,0,0,,,,0,0,,,,,,,0,,
4,Robin van Persie,,nl NED,FW,27-120,28,0,1,0,,,,0,0,,,,,,,0,,
5,Jack Wilshere,,eng ENG,MF,18-337,73,0,0,0,,,,0,0,,,,,,,0,,
6,Theo Walcott,,eng ENG,"FW,MF",21-263,17,0,0,0,,,,0,0,,,,,,,0,,
7,Alexandre Song,,cm CMR,"DF,MF",23-086,90,0,0,0,,,,0,0,,,,,,,0,,
8,Gaël Clichy,,fr FRA,DF,25-131,90,0,0,0,,,,0,0,,,,,,,0,,
9,Laurent Koscielny,,fr FRA,DF,25-085,32,0,0,0,,,,0,0,,,,,,,0,,
10,Johan Djourou,,ch SUI,DF,23-320,58,0,0,0,,,,0,0,,,,,,,0,,
11,Sébastien Squillaci,,fr FRA,DF,30-115,90,0,0,0,,,,0,0,,,,,,,0,,
12,Bacary Sagna,,fr FRA,DF,27-293,90,0,0,0,,,,0,0,,,,,,,0,,
13,Łukasz Fabiański,,pl POL,GK,25-230,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,2,2,0,,,,0,0,,,,,,,0,,
