,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Harry Kane,10.0,eng ENG,FW,27-184,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1,Érik Lamela,11.0,ar ARG,RW,28-330,45,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0
2,Son Heung-min,7.0,kr KOR,"FW,LW",28-204,90,1,1,0,0,1,1,3,33.3,2,0,0,0,1,2,0,0
3,Steven Bergwijn,23.0,nl NED,"RW,LW",23-112,80,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0
4,Gareth Bale,9.0,wls WAL,LW,31-196,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
5,Matt Doherty,2.0,ie IRL,"RB,LM",29-012,90,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0
6,Tanguy Ndombele,28.0,fr FRA,"AM,CM",24-031,90,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,1,0
7,Pierre Højbjerg,5.0,dk DEN,"DM,CM",25-176,90,2,1,1,0,1,1,4,25.0,3,2,0,2,3,5,2,0
8,Serge Aurier,24.0,ci CIV,RM,28-035,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
9,Harry Winks,8.0,eng ENG,DM,24-361,45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
10,Ben Davies,33.0,wls WAL,"LB,CB",27-279,90,2,1,1,1,0,1,2,50.0,1,0,0,0,0,2,4,0
11,Eric Dier,15.0,eng ENG,CB,27-013,90,2,2,2,0,0,0,0,,0,3,1,2,1,3,3,0
12,Joe Rodon,14.0,wls WAL,CB,23-098,90,6,2,6,0,0,0,0,,0,0,0,0,2,8,7,1
13,Hugo Lloris,1.0,fr FRA,GK,34-033,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
14,14 Players,,,,,990,14,8,11,1,2,3,16,18.8,13,9,1,8,11,25,19,2
