,num,joueur
0,4,Dan Gosling
1,5,Nathan Aké
2,11,Charlie Daniels
3,13,Callum Wilson
4,16,Lewis Cook
5,17,Joshua King
6,19,Junior Stanislas
7,24,Ryan Fraser
8,33,Jordon Ibe
9,,
10,1,Artur Boruc
