,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Rhian Brewster,24.0,eng ENG,FW,21-031,45,10,0,0,6,4,1,10,0,0,,0,,6,46,36,2,1,1,0,1,7,1
1,Oliver Burke,14.0,sct SCO,FW,24-025,45,23,0,1,12,10,3,23,3,3,100.0,0,0.0,16,138,83,3,3,2,1,0,17,6
2,David McGoldrick,17.0,ie IRL,FW,33-154,82,30,2,4,15,12,3,30,0,0,,0,,20,123,54,2,1,1,3,0,24,2
3,Lys Mousset,11.0,fr FRA,FW,25-083,8,4,0,0,0,4,1,4,1,0,0.0,1,100.0,3,16,0,0,0,0,2,0,3,1
4,Ben Osborn,23.0,eng ENG,"WB,AM",26-270,90,51,1,13,26,14,2,51,3,3,100.0,0,0.0,38,162,74,2,0,0,3,2,34,3
5,John Fleck,4.0,sct SCO,CM,29-251,90,36,0,9,14,14,0,36,4,3,75.0,1,25.0,22,129,14,0,1,0,3,4,24,3
6,Oliver Norwood,16.0,nir NIR,CM,30-020,90,65,3,27,25,13,2,65,0,0,,0,,40,78,22,0,0,0,1,0,42,1
7,Enda Stevens,3.0,ie IRL,"CB,WB",30-297,90,52,4,21,21,10,3,52,1,1,100.0,0,0.0,35,125,63,1,0,0,2,0,37,0
8,Jayden Bogle,20.0,eng ENG,WB,20-279,45,18,0,9,5,4,0,18,2,0,0.0,2,100.0,9,31,10,0,0,0,0,0,6,1
9,Sander Berge,8.0,no NOR,AM,23-077,45,21,0,3,11,7,2,21,0,0,,0,,16,84,43,2,0,0,0,0,18,1
10,Chris Basham,6.0,eng ENG,CB,32-286,90,45,11,33,8,4,1,45,0,0,,0,,24,140,97,2,0,0,0,0,23,1
11,John Egan,12.0,ie IRL,CB,28-194,90,39,5,30,10,0,0,39,0,0,,0,,25,132,62,1,0,0,0,0,23,0
12,George Baldock,2.0,gr GRE,"WB,CB",28-054,90,45,8,23,8,14,2,45,1,1,100.0,0,0.0,29,157,100,4,3,1,0,0,27,3
13,Aaron Ramsdale,1.0,eng ENG,GK,22-353,90,39,34,39,0,0,0,39,0,0,,0,,26,179,118,0,0,0,0,0,12,0
14,14 Players,,,,,990,478,68,212,161,110,20,478,15,11,73.3,4,26.7,309,1540,776,19,9,5,15,7,297,23
