,num,joueur
0,1,Aaron Ramsdale
1,2,George Baldock
2,3,Enda Stevens
3,4,John Fleck
4,6,Chris Basham
5,12,John Egan
6,16,Oliver Norwood
7,17,David McGoldrick
8,20,Jayden Bogle
9,23,Ben Osborn
10,24,Rhian Brewster
