,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Dimitar Berbatov,,bg BUL,FW,29-332,90,1,0,0,,,,0,0,,,,,,,0,,
1,Wayne Rooney,,eng ENG,"FW,MF",25-065,90,0,0,0,,,,0,0,,,,,,,0,,
2,Ryan Giggs,,wls WAL,"FW,MF",37-029,90,0,0,0,,,,1,0,,,,,,,0,,
3,Anderson,,br BRA,MF,22-259,72,0,0,0,,,,1,0,,,,,,,0,,
4,Darren Fletcher,,sct SCO,MF,26-330,18,0,0,0,,,,0,0,,,,,,,0,,
5,Michael Carrick,,eng ENG,MF,29-153,90,0,0,0,,,,0,0,,,,,,,0,,
6,Darron Gibson,,ie IRL,MF,23-064,89,0,1,0,,,,0,0,,,,,,,0,,
7,Javier Hernández,,mx MEX,FW,22-210,1,0,0,0,,,,0,0,,,,,,,0,,
8,Patrice Evra,,fr FRA,DF,29-227,90,0,0,0,,,,0,0,,,,,,,0,,
9,Nemanja Vidić,,rs SRB,DF,29-068,90,0,0,0,,,,1,0,,,,,,,0,,
10,Rio Ferdinand,,eng ENG,DF,32-051,90,0,0,0,,,,0,0,,,,,,,0,,
11,Rafael,,br BRA,"DF,MF",20-172,90,0,0,0,,,,0,0,,,,,,,0,,
12,Edwin van der Sar,,nl NED,GK,40-060,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,1,1,0,,,,3,0,,,,,,,0,,
